Name,IDfg,Age,Team,xwOBA,xSLG,xBA,Barrel%,HardHit%,K%,BB%,BABIP,SwStr%,wRC+,HR/FB,GB%,FB%,Pull%,Spd,HR,RBI,R,SB,AVG,OBP,SLG,wOBA,proj_PA,xwOBA_rank
Corey Dickerson,10762,35,WSN,0.2922,0.3778,0.2584,0.0356,0.2953,0.1753,0.0436,0.298,0.1246,80.8606,0.0604,0.4612,0.3413,0.3476,2.4845,3.005,24.494,18.311,0.0,0.257,0.29,0.372,0.287,188,438.5
Henry Davis,29617,26,PIT,0.2922,0.3779,0.2145,0.1029,0.3811,0.2695,0.0726,0.2207,0.1352,49.8396,0.0881,0.3503,0.4729,0.4399,2.9737,6.93,22.505,25.505,2.253,0.179,0.251,0.296,0.244,275,438.5
Jordan Luplow,16424,29,ARI,0.292,0.368,0.198,0.075,0.329,0.256,0.107,0.185,0.128,78.0,0.169,0.411,0.445,0.527,4.1,10.56,28.0,26.0,4.4,0.176,0.274,0.361,0.281,234,441.0
Jose Iglesias,10231,36,SDP,0.292,0.332,0.2563,0.0191,0.2907,0.1497,0.0576,0.3099,0.0745,94.0465,0.0515,0.5464,0.2559,0.297,3.7441,2.716,33.983,34.02,3.007,0.269,0.327,0.351,0.302,333,441.0
Josh VanMeter,15170,28,PIT,0.292,0.351,0.224,0.047,0.336,0.234,0.099,0.232,0.068,56.0,0.055,0.378,0.433,0.344,6.0,2.94,14.0,15.0,3.68,0.187,0.266,0.292,0.251,192,441.0
Harold Ramirez,14387,30,- - -,0.2919,0.3713,0.2551,0.0405,0.3795,0.1884,0.0371,0.3419,0.1535,102.8797,0.0875,0.5782,0.2505,0.3347,4.3628,6.556,50.366,43.804,4.302,0.29,0.321,0.395,0.311,330,443.0
Jordan Walker,27475,24,STL,0.2918,0.3806,0.2212,0.098,0.4696,0.2879,0.072,0.3059,0.1579,79.7704,0.0916,0.4813,0.3809,0.3815,4.588,8.143,40.131,38.897,7.764,0.228,0.29,0.351,0.282,341,444.5
Raimel Tapia,14350,30,- - -,0.2918,0.3566,0.2377,0.0575,0.3634,0.214,0.0715,0.308,0.1199,86.1457,0.0998,0.5697,0.2494,0.2932,6.4866,4.552,30.965,36.752,7.626,0.249,0.305,0.357,0.293,235,444.5
Chris Taylor,13757,35,- - -,0.2916,0.3572,0.2115,0.0823,0.3431,0.3262,0.0906,0.3013,0.1638,79.9447,0.1016,0.3488,0.4116,0.4364,5.2731,6.293,32.41,33.53,5.192,0.211,0.296,0.345,0.285,226,446.0
Ke'Bryan Hayes,18577,29,- - -,0.2914,0.3601,0.2448,0.0451,0.4382,0.1957,0.0615,0.2926,0.0781,71.7504,0.0523,0.4856,0.3246,0.3032,4.9044,6.448,45.184,50.307,10.494,0.242,0.293,0.332,0.276,510,447.0
Owen Miller,24655,27,MIL,0.2913,0.3597,0.25,0.0343,0.3093,0.195,0.0587,0.3033,0.0807,83.3352,0.0553,0.4233,0.3633,0.369,4.2662,5.334,35.011,37.011,8.955,0.255,0.302,0.364,0.29,354,448.0
Nick Loftin,27630,27,KCR,0.2911,0.3446,0.2291,0.0514,0.311,0.1426,0.0874,0.2205,0.0738,65.0263,0.0481,0.4195,0.4179,0.4447,3.6651,2.913,17.825,16.275,0.96,0.201,0.279,0.313,0.266,181,449.5
Jace Peterson,12325,34,- - -,0.2911,0.3439,0.2163,0.0521,0.2972,0.2399,0.1074,0.2767,0.096,78.4598,0.0704,0.4223,0.3724,0.3741,6.1216,5.509,36.392,36.824,9.786,0.216,0.306,0.322,0.281,404,449.5
Curtis Mead,23986,25,- - -,0.291,0.353,0.234,0.045,0.348,0.239,0.057,0.303,0.089,76.0,0.039,0.371,0.427,0.343,4.9,2.94,19.0,26.0,5.0,0.233,0.299,0.321,0.278,264,452.0
Tony Kemp,14894,32,OAK,0.291,0.3199,0.2338,0.0132,0.1871,0.1039,0.0976,0.2327,0.057,80.3041,0.0458,0.4557,0.3561,0.4622,5.5848,5.053,32.841,47.841,10.465,0.217,0.304,0.313,0.279,454,452.0
Ernie Clement,20352,30,TOR,0.291,0.3701,0.26,0.0287,0.2564,0.1009,0.0394,0.2845,0.0713,95.0805,0.0514,0.3562,0.4247,0.4441,4.6472,9.14,49.214,70.322,6.508,0.27,0.302,0.396,0.302,510,452.0
Christian Arroyo,16434,29,BOS,0.2909,0.3767,0.2506,0.0519,0.3577,0.2,0.0369,0.3051,0.1276,78.4379,0.0658,0.4543,0.3391,0.3793,3.4902,3.821,27.922,25.941,2.03,0.256,0.286,0.384,0.289,230,454.0
Blaze Alexander,23789,27,ARI,0.2906,0.3485,0.2086,0.0995,0.4062,0.3054,0.0824,0.333,0.1305,95.9702,0.1348,0.4933,0.3106,0.3693,3.9182,5.788,25.879,27.364,3.549,0.235,0.322,0.371,0.308,235,455.0
Patrick Bailey,27478,27,SFG,0.2901,0.3695,0.2298,0.0624,0.3875,0.2693,0.0717,0.3021,0.1173,74.6353,0.064,0.391,0.394,0.3712,3.8037,6.801,51.013,43.919,1.893,0.228,0.285,0.335,0.273,432,456.0
Luis Guillorme,16451,30,- - -,0.29,0.3116,0.2312,0.0233,0.221,0.1782,0.1172,0.275,0.057,76.7598,0.0113,0.5346,0.2359,0.263,4.078,0.496,11.846,19.012,2.695,0.223,0.314,0.291,0.276,212,459.0
Heston Kjerstad,31166,27,BAL,0.29,0.391,0.231,0.08,0.411,0.269,0.036,0.241,0.143,57.0,0.1,0.402,0.357,0.375,5.5,4.0,19.0,16.0,0.96,0.192,0.24,0.327,0.248,167,459.0
Edgar Quero,28022,23,CHW,0.29,0.346,0.236,0.037,0.463,0.176,0.079,0.32,0.084,95.0,0.059,0.5,0.287,0.28,1.0,4.8,36.0,31.0,0.0,0.268,0.333,0.356,0.307,403,459.0
Joey Wiemer,27690,25,MIL,0.29,0.374,0.206,0.091,0.391,0.283,0.088,0.258,0.15,76.0,0.13,0.466,0.395,0.466,4.5,12.74,42.0,48.0,11.0,0.204,0.283,0.362,0.284,410,459.0
Tim Tawa,29571,27,ARI,0.29,0.368,0.206,0.093,0.421,0.284,0.089,0.252,0.144,72.0,0.135,0.489,0.38,0.479,5.3,7.0,18.0,29.0,7.68,0.201,0.274,0.347,0.273,225,459.0
Masyn Winn,27479,24,STL,0.2898,0.3538,0.2455,0.0433,0.3379,0.1819,0.0634,0.3019,0.074,96.5347,0.0685,0.3911,0.3924,0.3833,4.696,11.208,53.554,77.535,9.851,0.259,0.312,0.386,0.305,575,462.0
Joey Meneses,14366,33,WSN,0.2896,0.3622,0.2359,0.0531,0.4105,0.2005,0.062,0.3118,0.1045,87.9213,0.0773,0.4877,0.3243,0.4142,1.941,7.793,66.025,47.033,0.643,0.26,0.311,0.37,0.298,420,463.5
Austin Wynns,15271,35,- - -,0.2896,0.4086,0.2303,0.0866,0.4332,0.2783,0.0468,0.3566,0.1203,125.4693,0.2049,0.4365,0.3541,0.4481,0.9833,4.618,21.0,13.167,0.0,0.286,0.32,0.513,0.354,117,463.5
Ildemaro Vargas,13324,34,ARI,0.2894,0.3504,0.2576,0.0228,0.3306,0.1004,0.0495,0.2718,0.0627,79.0699,0.0522,0.5465,0.2887,0.4659,3.3711,2.109,26.816,21.079,2.893,0.255,0.297,0.35,0.284,210,465.0
Hunter Renfroe,15464,34,KCR,0.2892,0.3689,0.2171,0.0683,0.3896,0.2104,0.0805,0.2575,0.1071,85.9083,0.1044,0.4069,0.4413,0.4917,1.4964,13.329,48.528,44.389,0.349,0.225,0.289,0.385,0.295,303,466.5
Aaron Hicks,5297,34,- - -,0.2892,0.3158,0.2089,0.0459,0.3061,0.2275,0.1357,0.3006,0.0913,102.4773,0.0935,0.4561,0.3923,0.4635,5.1348,6.88,37.305,47.261,4.967,0.241,0.345,0.36,0.315,347,466.5
Whit Merrifield,11281,36,- - -,0.289,0.3373,0.2407,0.0265,0.2394,0.1621,0.0801,0.2845,0.0851,85.8703,0.058,0.4239,0.3655,0.3555,5.6847,6.617,43.993,57.34,12.515,0.248,0.312,0.353,0.294,445,469.0
Wil Myers,10047,32,SDP,0.289,0.379,0.222,0.073,0.376,0.301,0.073,0.357,0.134,103.0,0.104,0.403,0.381,0.388,2.5,6.3,41.0,29.0,1.52,0.261,0.315,0.398,0.311,286,469.0
Josh Harrison,8202,35,CHW,0.289,0.348,0.233,0.038,0.323,0.167,0.049,0.297,0.102,97.0,0.057,0.438,0.388,0.382,4.0,5.88,27.0,50.0,1.28,0.256,0.317,0.37,0.305,425,469.0
Alek Thomas,23792,26,ARI,0.2888,0.3704,0.2427,0.0689,0.3946,0.2435,0.0461,0.3079,0.1288,77.9883,0.1017,0.5332,0.2875,0.3975,5.2549,8.834,38.301,50.541,7.22,0.243,0.284,0.369,0.284,447,471.0
Victor Robles,18363,29,SEA,0.2887,0.3516,0.2314,0.0534,0.2614,0.2067,0.0521,0.3387,0.1333,108.3858,0.0529,0.4336,0.3548,0.4832,6.8689,3.18,22.526,33.263,19.442,0.275,0.333,0.382,0.314,200,472.0
Gabriel Arias,22563,26,CLE,0.2885,0.388,0.217,0.1055,0.4289,0.3389,0.0586,0.3132,0.2117,75.257,0.1331,0.5017,0.3052,0.391,4.3216,9.57,43.234,38.361,6.647,0.218,0.271,0.36,0.275,350,473.0
Brayan Rocchio,23690,25,CLE,0.2883,0.337,0.2309,0.0359,0.2997,0.2023,0.075,0.2659,0.1071,77.8381,0.0643,0.4384,0.3506,0.4338,4.4067,6.132,40.648,40.705,8.838,0.222,0.293,0.33,0.277,406,474.0
Cedric Mullins,17929,31,- - -,0.2881,0.3498,0.2168,0.0574,0.3529,0.2206,0.0916,0.2619,0.0965,98.5968,0.1041,0.3273,0.4936,0.4595,6.181,15.542,60.334,62.547,20.317,0.227,0.303,0.4,0.307,501,475.0
Leo Rivas,21009,28,SEA,0.288,0.266,0.183,0.03,0.197,0.216,0.18,0.313,0.073,121.0,0.074,0.431,0.415,0.424,5.9,1.96,9.0,19.0,5.52,0.244,0.387,0.333,0.333,111,477.5
Jean Segura,5933,34,MIA,0.288,0.3501,0.242,0.0376,0.3869,0.1457,0.0664,0.2669,0.0884,66.3099,0.0677,0.5803,0.2647,0.3331,4.2866,4.287,24.402,30.67,5.43,0.235,0.294,0.31,0.27,341,477.5
Yu Chang,14773,27,- - -,0.288,0.364,0.207,0.09,0.369,0.311,0.084,0.29,0.118,77.0,0.089,0.423,0.405,0.432,1.9,4.0,15.0,19.0,0.0,0.208,0.289,0.315,0.273,190,477.5
Curt Casali,12510,34,- - -,0.288,0.33,0.187,0.06,0.39,0.284,0.136,0.263,0.119,93.0,0.102,0.28,0.49,0.48,1.4,4.3,17.0,20.0,0.0,0.203,0.318,0.331,0.295,176,477.5
Jonah Heim,16930,31,TEX,0.2878,0.3711,0.2277,0.0645,0.3678,0.1941,0.0696,0.2531,0.1037,78.9059,0.0958,0.4021,0.4047,0.4415,2.6599,12.186,58.204,45.318,1.703,0.225,0.28,0.357,0.279,463,480.0
Leody Taveras,18900,27,- - -,0.2877,0.3704,0.2357,0.0628,0.3754,0.2299,0.0616,0.2879,0.1141,80.3934,0.0783,0.3934,0.4094,0.3118,5.8536,10.025,43.332,49.183,15.897,0.235,0.281,0.36,0.28,358,481.5
Brooks Lee,31595,25,MIN,0.2877,0.3706,0.2356,0.0549,0.3598,0.1698,0.059,0.2553,0.1103,77.4015,0.0942,0.4347,0.3867,0.4232,3.1799,13.388,57.343,42.623,3.0,0.233,0.281,0.361,0.28,395,481.5
Joey Ortiz,25493,27,MIL,0.2874,0.3347,0.24,0.0362,0.3497,0.1677,0.0751,0.2689,0.0647,81.7039,0.0629,0.4659,0.3741,0.3231,5.6,8.548,50.804,60.452,12.326,0.233,0.297,0.348,0.285,508,483.5
Dylan Moore,18042,33,- - -,0.2874,0.3431,0.1941,0.0975,0.3636,0.3089,0.1033,0.2667,0.1197,98.0674,0.118,0.3212,0.5072,0.4698,6.9802,8.699,31.993,41.696,15.666,0.203,0.3,0.377,0.298,288,483.5
Adam Frazier,15223,34,- - -,0.2873,0.3379,0.247,0.0235,0.2192,0.1713,0.0648,0.2848,0.0826,84.0205,0.0619,0.3815,0.3622,0.3877,4.0752,6.186,42.354,45.942,5.301,0.246,0.306,0.352,0.29,418,485.0
Eddie Rosario,12155,33,- - -,0.2872,0.3907,0.2278,0.0721,0.3853,0.2396,0.0583,0.2488,0.1466,71.356,0.1275,0.3976,0.3946,0.4451,4.5657,12.842,51.819,46.586,4.179,0.214,0.259,0.378,0.274,379,486.0
Coby Mayo,28312,24,BAL,0.287,0.363,0.202,0.101,0.358,0.286,0.092,0.274,0.129,95.0,0.121,0.352,0.508,0.48,3.3,10.67,28.0,30.0,3.0,0.217,0.299,0.388,0.303,294,487.5
Charles Leblanc,19813,27,MIA,0.287,0.377,0.216,0.087,0.32,0.314,0.071,0.374,0.103,102.0,0.098,0.363,0.402,0.466,3.6,4.0,11.0,18.0,3.84,0.263,0.32,0.404,0.318,169,487.5
Cavan Biggio,19252,30,- - -,0.2867,0.3103,0.1993,0.0509,0.2548,0.2906,0.1138,0.293,0.0849,93.1059,0.105,0.3594,0.4126,0.4109,4.1908,6.381,28.359,40.224,2.729,0.213,0.325,0.337,0.301,271,489.0
Austin Nola,15941,34,SDP,0.2862,0.3125,0.2258,0.0165,0.319,0.1779,0.1027,0.2302,0.0559,60.4948,0.03,0.4152,0.3997,0.4193,1.6395,2.052,22.789,23.327,0.629,0.195,0.288,0.255,0.252,215,490.0
Avisail Garcia,5760,32,MIA,0.286,0.379,0.231,0.064,0.448,0.287,0.045,0.298,0.206,61.0,0.121,0.556,0.264,0.356,3.3,7.2,35.0,31.0,3.04,0.224,0.266,0.317,0.258,380,492.5
Stephen Vogt,5000,38,OAK,0.286,0.364,0.21,0.079,0.278,0.241,0.089,0.168,0.115,62.0,0.106,0.296,0.528,0.437,4.1,5.46,23.0,18.0,0.6,0.161,0.241,0.321,0.249,191,492.5
Ronny Mauricio,23698,25,NYM,0.286,0.366,0.218,0.088,0.43,0.293,0.082,0.296,0.165,88.0,0.146,0.474,0.36,0.509,4.2,5.88,10.0,19.0,4.0,0.226,0.293,0.369,0.29,184,492.5
Samuel Basallo,28824,21,BAL,0.286,0.378,0.216,0.089,0.43,0.254,0.051,0.187,0.14,55.0,0.125,0.494,0.405,0.481,1.4,3.76,15.0,10.0,0.0,0.165,0.229,0.33,0.246,118,492.5
Myles Straw,17620,31,TOR,0.2856,0.337,0.2458,0.0232,0.2571,0.1711,0.0734,0.2974,0.0569,79.7191,0.0299,0.4181,0.3432,0.3003,6.5054,2.253,30.974,54.098,12.734,0.248,0.306,0.331,0.283,378,495.0
Nick Maton,21635,27,DET,0.285,0.334,0.19,0.084,0.313,0.249,0.13,0.206,0.134,67.0,0.094,0.356,0.48,0.38,1.9,8.0,32.0,29.0,0.96,0.173,0.288,0.305,0.268,293,497.0
Alfonso Rivas,21560,26,CHC,0.285,0.319,0.222,0.042,0.353,0.303,0.101,0.344,0.101,85.0,0.075,0.491,0.245,0.347,5.3,2.97,25.0,27.0,6.0,0.235,0.322,0.307,0.285,287,497.0
Tomas Nido,13755,29,NYM,0.285,0.383,0.235,0.063,0.333,0.243,0.045,0.314,0.193,72.0,0.05,0.5,0.291,0.302,1.7,2.88,28.0,31.0,0.0,0.239,0.276,0.324,0.265,313,497.0
Andrew Knizner,19514,29,STL,0.2847,0.3698,0.2188,0.0663,0.3868,0.244,0.0612,0.2822,0.127,87.6742,0.1185,0.417,0.4146,0.3949,3.1232,7.939,29.27,29.423,1.252,0.234,0.292,0.388,0.297,254,500.0
Bo Naylor,21865,26,CLE,0.2847,0.3611,0.2002,0.09,0.3723,0.2625,0.1003,0.2403,0.1038,85.8113,0.1137,0.3156,0.4987,0.4287,3.6303,13.192,42.643,42.202,3.099,0.202,0.283,0.38,0.289,372,500.0
Jose Caballero,23401,29,- - -,0.2847,0.3218,0.2136,0.0528,0.2757,0.265,0.0958,0.3098,0.1145,91.8302,0.0654,0.3706,0.4072,0.4632,6.8449,6.162,37.757,50.361,38.675,0.23,0.318,0.343,0.296,388,500.0
Dylan Carlson,20126,27,BAL,0.2846,0.3413,0.2145,0.0506,0.2997,0.2326,0.0889,0.2617,0.1058,76.2386,0.0707,0.4017,0.4033,0.3972,3.4035,5.165,25.041,23.51,2.806,0.211,0.292,0.323,0.275,265,502.5
Enrique Hernandez,10472,34,LAD,0.2846,0.3714,0.2252,0.0638,0.3771,0.2176,0.0699,0.2528,0.114,75.0109,0.0974,0.3725,0.4407,0.3998,2.1594,9.157,44.665,42.779,0.698,0.222,0.275,0.364,0.278,349,502.5
Daz Cameron,18353,28,OAK,0.284,0.358,0.219,0.083,0.488,0.274,0.07,0.25,0.13,70.0,0.106,0.475,0.392,0.405,6.6,4.9,15.0,22.0,4.6,0.2,0.258,0.329,0.258,186,506.0
Jordan Diaz,22650,23,OAK,0.284,0.372,0.222,0.064,0.436,0.235,0.058,0.258,0.159,77.0,0.164,0.529,0.299,0.422,0.8,9.6,27.0,20.0,0.0,0.221,0.273,0.364,0.278,293,506.0
Jonatan Clase,26599,24,TOR,0.284,0.341,0.217,0.068,0.356,0.25,0.089,0.271,0.112,69.0,0.061,0.391,0.478,0.397,3.9,1.94,9.0,10.0,3.0,0.21,0.288,0.3,0.267,112,506.0
Alejo Lopez,21127,27,CIN,0.284,0.337,0.251,0.008,0.202,0.135,0.058,0.301,0.075,76.0,0.03,0.46,0.266,0.379,4.9,1.0,10.0,15.0,2.88,0.262,0.314,0.331,0.286,156,506.0
Brady House,29993,23,WSN,0.284,0.37,0.256,0.043,0.463,0.285,0.029,0.31,0.164,56.0,0.068,0.473,0.314,0.335,3.7,3.84,29.0,26.0,5.0,0.234,0.252,0.322,0.248,274,506.0
Kevin Pillar,12434,36,- - -,0.2838,0.3596,0.2283,0.0491,0.3224,0.2265,0.0448,0.2665,0.1213,84.1984,0.0992,0.3519,0.4449,0.4861,5.9176,6.792,41.328,35.458,5.844,0.229,0.279,0.388,0.289,274,509.5
Nick Gordon,16337,29,MIA,0.2838,0.3852,0.2272,0.069,0.3328,0.2423,0.0407,0.2878,0.1709,79.747,0.1284,0.4806,0.3023,0.4087,4.4462,7.914,36.386,32.899,4.614,0.238,0.272,0.383,0.283,303,509.5
Josh Rojas,19734,32,CHW,0.2836,0.3397,0.2203,0.0452,0.3567,0.2246,0.0922,0.275,0.0952,76.532,0.051,0.4032,0.4029,0.3641,4.6082,4.99,28.946,39.247,7.411,0.219,0.292,0.318,0.273,331,511.0
Aledmys Diaz,15937,33,OAK,0.2834,0.3518,0.2403,0.0364,0.3425,0.1848,0.0504,0.2689,0.1077,77.2561,0.0665,0.4554,0.3485,0.4493,2.6316,5.214,27.369,27.406,0.72,0.232,0.282,0.353,0.276,340,512.0
Jorge Mateo,17273,30,BAL,0.2832,0.3628,0.23,0.0491,0.3581,0.2413,0.0546,0.274,0.1273,77.7808,0.0854,0.4272,0.3877,0.3955,8.5189,6.981,30.907,47.914,21.064,0.223,0.267,0.372,0.277,291,513.0
Kolten Wong,12532,33,- - -,0.2831,0.3239,0.2214,0.0317,0.3039,0.1981,0.0804,0.2427,0.088,76.7033,0.0829,0.43,0.3884,0.4572,4.5964,7.378,34.971,40.942,6.177,0.21,0.289,0.33,0.276,312,514.0
Dalton Rushing,31382,25,LAD,0.283,0.379,0.203,0.14,0.453,0.374,0.065,0.305,0.145,62.0,0.108,0.337,0.43,0.535,1.5,3.92,24.0,15.0,0.0,0.204,0.258,0.324,0.256,155,516.5
Jake Alu,25569,27,WSN,0.283,0.338,0.239,0.025,0.333,0.24,0.057,0.291,0.11,57.0,0.071,0.547,0.239,0.417,5.3,2.0,16.0,14.0,4.8,0.226,0.282,0.289,0.256,175,516.5
Matt Reynolds,13788,32,- - -,0.283,0.33,0.219,0.03,0.419,0.287,0.096,0.348,0.11,81.0,0.067,0.509,0.269,0.269,5.3,2.7,23.0,31.0,3.8,0.246,0.32,0.332,0.293,272,516.5
Marwin Gonzalez,5497,34,NYY,0.283,0.351,0.215,0.059,0.37,0.261,0.068,0.222,0.109,64.0,0.113,0.364,0.402,0.511,4.2,5.16,18.0,20.0,2.04,0.185,0.255,0.321,0.257,207,516.5
Drew Waters,20505,27,KCR,0.2829,0.3539,0.2316,0.063,0.314,0.2901,0.061,0.3318,0.1592,72.2204,0.0518,0.4287,0.3304,0.4291,6.5855,3.561,20.586,27.952,8.664,0.238,0.292,0.338,0.278,251,519.0
Harold Castro,14691,30,COL,0.2827,0.3735,0.2513,0.0416,0.3029,0.2207,0.0348,0.3271,0.1316,61.9705,0.036,0.4518,0.2896,0.3672,2.4586,2.934,36.657,28.596,0.543,0.259,0.284,0.338,0.272,313,520.0
Mauricio Dubon,16530,31,HOU,0.2826,0.3462,0.2519,0.0242,0.2716,0.1208,0.0482,0.2781,0.087,84.5813,0.0516,0.4274,0.378,0.3613,3.7044,6.112,39.619,50.05,3.039,0.256,0.294,0.367,0.288,416,521.0
David Fry,24934,30,CLE,0.2824,0.3502,0.2044,0.0806,0.3834,0.2745,0.0875,0.2703,0.1288,103.2239,0.1441,0.3405,0.4777,0.4866,3.5047,10.957,40.065,33.065,2.376,0.227,0.306,0.415,0.312,247,522.0
Justyn-Henry Malloy,29606,26,DET,0.2823,0.3287,0.1883,0.0771,0.3423,0.3147,0.1267,0.2989,0.1272,89.8763,0.0917,0.3436,0.469,0.4292,2.2371,4.669,19.124,16.593,0.531,0.211,0.317,0.339,0.296,167,523.0
Corey Julks,20311,29,CHW,0.2822,0.3444,0.2297,0.0406,0.3254,0.2483,0.0734,0.2937,0.108,72.5815,0.0636,0.3733,0.4028,0.3718,4.4075,4.338,23.619,26.113,8.855,0.23,0.286,0.329,0.273,239,524.0
Jared Walsh,18607,29,LAA,0.282,0.383,0.219,0.095,0.425,0.304,0.059,0.281,0.125,77.0,0.146,0.454,0.365,0.421,3.2,14.4,44.0,41.0,1.76,0.215,0.269,0.374,0.278,454,526.5
Christian Moore,34979,23,LAA,0.282,0.345,0.203,0.069,0.363,0.337,0.103,0.266,0.166,82.0,0.179,0.394,0.394,0.284,5.5,6.72,16.0,20.0,3.0,0.198,0.284,0.37,0.288,184,526.5
Javier Sanoja,28253,23,MIA,0.282,0.342,0.251,0.018,0.35,0.12,0.056,0.259,0.051,86.0,0.059,0.451,0.377,0.386,5.6,5.76,38.0,40.0,6.0,0.243,0.287,0.396,0.294,342,526.5
Didi Gregorius,6012,33,PHI,0.282,0.344,0.239,0.028,0.228,0.155,0.056,0.246,0.126,59.0,0.014,0.399,0.41,0.344,5.1,0.88,19.0,17.0,0.72,0.21,0.263,0.304,0.251,232,526.5
Oswaldo Cabrera,21707,27,NYY,0.2819,0.3273,0.2356,0.0281,0.3416,0.2056,0.075,0.285,0.0988,80.5145,0.0706,0.4516,0.362,0.399,4.0007,5.307,26.911,34.893,3.811,0.237,0.298,0.336,0.281,222,529.5
Freddy Fermin,21840,31,- - -,0.2819,0.3514,0.2401,0.0461,0.3517,0.1877,0.0578,0.3101,0.1123,86.4268,0.0748,0.4622,0.3456,0.3955,2.2855,5.406,30.253,33.971,0.971,0.262,0.308,0.365,0.294,333,529.5
Luis Matos,26467,24,SFG,0.2815,0.367,0.2338,0.0518,0.3583,0.1445,0.0575,0.2352,0.0825,81.457,0.0917,0.4415,0.4218,0.4597,4.5495,5.539,20.761,22.387,2.712,0.226,0.272,0.383,0.284,188,531.0
Jake Cave,14477,32,COL,0.2811,0.3658,0.2244,0.0614,0.3694,0.2797,0.058,0.3146,0.1312,72.9312,0.1035,0.4343,0.3276,0.3368,6.0471,5.738,31.931,34.432,3.272,0.239,0.284,0.384,0.288,280,532.0
Colby Thomas,31855,25,ATH,0.281,0.383,0.206,0.133,0.493,0.371,0.053,0.309,0.195,82.0,0.176,0.365,0.459,0.507,4.7,5.88,19.0,20.0,2.0,0.225,0.267,0.417,0.291,132,534.0
Blake Sabol,25805,26,SFG,0.281,0.373,0.196,0.112,0.386,0.34,0.07,0.33,0.173,91.0,0.181,0.426,0.383,0.376,3.0,12.87,44.0,36.0,4.0,0.235,0.301,0.394,0.303,344,534.0
Thomas Saggese,27883,24,STL,0.281,0.351,0.24,0.056,0.441,0.281,0.054,0.359,0.115,81.0,0.032,0.42,0.326,0.318,3.3,1.94,25.0,25.0,3.0,0.258,0.299,0.342,0.282,295,534.0
Victor Scott II,31349,25,STL,0.2808,0.3146,0.221,0.0405,0.2726,0.2454,0.082,0.2752,0.1159,69.7709,0.0492,0.3943,0.3858,0.391,6.4924,4.391,32.328,47.079,28.982,0.21,0.29,0.294,0.265,345,536.0
Franmil Reyes,14566,27,- - -,0.28,0.378,0.202,0.113,0.458,0.332,0.063,0.307,0.164,81.0,0.143,0.475,0.345,0.426,3.2,14.0,47.0,43.0,1.92,0.221,0.273,0.365,0.28,473,538.5
Michael A. Taylor,11489,35,CHW,0.28,0.3808,0.2,0.111,0.4037,0.3326,0.0722,0.2854,0.171,70.8706,0.1234,0.3784,0.4356,0.4376,5.6085,8.73,35.222,37.852,6.238,0.207,0.266,0.361,0.273,336,538.5
Chad Pinder,15191,31,OAK,0.28,0.385,0.234,0.065,0.405,0.311,0.037,0.313,0.166,85.0,0.16,0.494,0.306,0.415,2.9,11.04,42.0,38.0,1.6,0.235,0.263,0.385,0.281,379,538.5
Frank Schwindel,15351,31,CHC,0.28,0.363,0.228,0.047,0.353,0.199,0.065,0.261,0.126,80.0,0.107,0.47,0.349,0.46,0.8,7.36,36.0,23.0,0.0,0.229,0.277,0.358,0.278,292,538.5
Blake Perkins,19921,29,MIL,0.2795,0.3195,0.2165,0.0398,0.355,0.2609,0.0989,0.3074,0.0967,84.285,0.073,0.4693,0.3712,0.3692,6.658,4.546,32.009,40.943,13.5,0.232,0.311,0.34,0.29,253,541.5
Connor Wong,19896,30,BOS,0.2795,0.3431,0.2217,0.0602,0.3425,0.254,0.0647,0.3177,0.1345,82.9229,0.0774,0.453,0.3439,0.4363,4.0757,7.767,35.096,43.133,5.248,0.243,0.302,0.361,0.292,322,541.5
Joey Loperfido,29630,27,TOR,0.2793,0.3507,0.2281,0.0466,0.3563,0.323,0.0453,0.3698,0.1613,102.1317,0.1208,0.4077,0.3283,0.42,4.6075,4.0,20.727,19.339,2.721,0.26,0.309,0.408,0.312,165,543.5
Elias Diaz,11680,35,SDP,0.2793,0.3489,0.2242,0.0623,0.3743,0.2295,0.0661,0.2905,0.1499,77.7844,0.0945,0.4465,0.3918,0.407,1.7069,7.929,44.689,35.322,0.169,0.24,0.295,0.371,0.292,352,543.5
Kyle McCann,25575,27,OAK,0.279,0.363,0.183,0.123,0.383,0.376,0.102,0.368,0.198,102.0,0.172,0.457,0.358,0.395,0.7,5.0,15.0,13.0,0.0,0.236,0.318,0.371,0.304,157,545.0
Nicky Lopez,19339,30,CHW,0.2786,0.3009,0.231,0.0142,0.1926,0.1487,0.0834,0.2821,0.0872,74.2002,0.0135,0.5604,0.2469,0.3164,4.6654,0.811,21.763,39.711,5.313,0.237,0.311,0.294,0.275,388,546.0
Christian Bethancourt,10028,32,TBR,0.2785,0.397,0.2218,0.0885,0.418,0.2655,0.0382,0.2845,0.2005,79.5147,0.1315,0.4785,0.3692,0.4837,3.7752,9.9,33.251,46.494,1.522,0.232,0.261,0.388,0.279,332,547.0
Elvis Andrus,8709,35,CHW,0.2784,0.3334,0.2341,0.0321,0.3222,0.1699,0.0639,0.2869,0.0839,89.0719,0.0826,0.5234,0.307,0.4169,4.5679,8.01,48.5,47.679,8.914,0.25,0.304,0.373,0.296,449,548.0
