Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Aaron Judge","NYY",145.111,637.707,512.366,148.662,76.3184,24.6091,1.0076,46.7274,107.458,112.066,113.995,10.08,157.135,6.09234,4.73873,0.514681,9.87741,8.80856,2.5642,0.290149,0.178758,0.246406,0.725461,0.421773,0.615711,0.432472,1.03748,0.325561,3.69443,0.32542,-0.960138,-0.518437,137.179,61.8289,181.793,-1.47858,0.799411,60.16992723941803,-6.210775852203369,7.72888,1.909999966621399,4.25517,0.789529,1.48916,4.25517,-0.789529,3.01445,1211.1,8.352413793,1211.1,8.352413793,,,,,,,,,,,,,,,,,,,"Aaron Judge","15640",592450
"Bobby Witt Jr.","KCR",151.414,660.092,598.725,174.122,102.665,36.7582,6.25374,28.4459,100.084,91.9873,48.1371,5.74383,113.034,6.54702,5.99376,0.689375,6.16264,33.9064,9.28593,0.290822,0.0729249,0.171239,0.425865,0.34699,0.515638,0.364896,0.862629,0.224817,7.00187,0.314474,1.31103,1.97769,105.778,27.7832,135.372,3.28872,4.9772,30.885197639465332,11.987128734588623,6.67207,3.0199999809265137,3.36756,0.221472,0.667568,3.36756,-0.221472,4.10991,984.5,6.519867549,984.5,6.519867549,,,,,,,,,,,,,,,,,,,"Bobby Witt Jr.","25764",677951
"Shohei Ohtani","LAD",148.484,660.136,559.161,158.451,79.4203,27.4335,5.11491,46.4823,121.924,109.234,91.8129,10.0296,159.39,4.52346,3.69458,0.944521,7.37046,24.2127,7.02378,0.283373,0.139082,0.241451,0.576025,0.386515,0.600116,0.41138,0.986631,0.316743,6.49715,0.313653,0.373913,0.87211,130.699,52.6992,167.304,1.24602,0,53.758509039878845,-14.016914367675781,6.35191,1.2200000286102295,3.55908,-0.743484,0.973245,3.55908,0.743484,3.70234,1182,7.986486486,1182,7.986486486,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Juan Soto","NYM",154.765,678.279,544.372,148.801,84.3686,24.7786,1.00509,38.6487,108.923,99.3164,124.718,8.89009,121.658,3.65186,4.24829,1.28926,12.6005,21.3784,5.40928,0.273344,0.183873,0.179363,1.02515,0.409416,0.535545,0.401938,0.944961,0.262201,4.5924,0.283668,-0.889361,0.714745,129.092,48.9479,160.818,-0.174615,-6.57376,48.581419587135315,-13.93376350402832,5.89356,4.619999885559082,1.08357,-0.439075,0.730608,1.08357,0.439075,4.02586,1148.1,7.407096774,1148.1,7.407096774,,,,,,,,,,,,,,,,,,,"Juan Soto","20123",665742
"Gunnar Henderson","BAL",152.564,659.146,581.144,156.75,93.4429,32.8573,4.19526,26.2545,96.8633,82.5164,67.1871,3.52133,139.94,5.88542,4.34777,0.581745,9.24292,23.9926,5.05617,0.269727,0.101931,0.212305,0.480113,0.348975,0.476235,0.354179,0.82521,0.206509,6.08999,0.311224,0.796716,1.65189,99.8913,22.0081,129.969,2.44861,-0.400112,25.730867862701416,6.663038939237595,5.63544,12.180000305175781,2.13346,1.08252,0.44361,2.13346,-1.08252,4.40852,911.7,5.958823529,911.7,5.958823529,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"Julio Rodríguez","SEA",151.546,659.331,599.336,162.396,101.817,27.9821,2.98538,29.6119,93.2996,91.0654,47.2423,3.92569,145.473,8.87417,3.39812,0.479467,10.5254,27.9538,6.51775,0.27096,0.0716519,0.220637,0.324751,0.331657,0.475835,0.345534,0.807492,0.204874,6.00938,0.310498,-0.157787,1.90493,95.2916,17.3866,129.101,1.74714,4.61271,24.361470699310303,6.760478973388672,5.50595,9.630000114440918,2.82465,-1.05537,0.267384,2.82465,1.05537,4.64349,890.1,5.855921052,890.1,5.855921052,,,,,,,,,,,,,,,,,,,"Julio Rodriguez","23697",677594
"Cal Raleigh","SEA",149.964,623.634,538.154,123.333,61.0122,22.3682,0.297108,39.655,84.9552,101.125,75.4018,8.63904,168.273,5.67829,3.89113,0.508311,5.71704,7.93712,2.29286,0.229177,0.120907,0.269826,0.448093,0.328044,0.492907,0.347236,0.820951,0.26373,3.29043,0.250444,-1.36498,-0.232556,90.994,17.3068,130.273,-1.59753,3.26187,20.65396296977997,10.015717029571533,5.33397,18.010000228881836,2.98454,0.733694,1.76989,2.98454,-0.733694,2.64014,843.2,5.621333333,843.2,5.621333333,,,,,,,,,,,,,,,,,,,"Cal Raleigh","21534",663728
"José Ramírez","CLE",150.798,649.666,575.525,157.123,93.1497,33.222,2.89253,27.8588,92.4352,88.8363,63.8691,10.08,74.2998,4.47654,5.55362,0.241221,6.74263,33.4533,8.0449,0.273008,0.0983108,0.114366,0.859613,0.347182,0.486003,0.352795,0.833185,0.212994,6.03993,0.269908,-0.306458,2.39654,97.7246,20.9616,128.756,2.09009,0.480093,24.108576774597168,1.0798670053482056,4.86485,5.730000019073486,2.25758,-0.111585,0.559148,2.25758,0.111585,4.25447,923.5,6.115894039,923.5,6.115894039,,,,,,,,,,,,,,,,,,,"Jose Ramirez","13510",608070
"Ketel Marte","ARI",140.022,612.149,532.692,146.703,86.4799,29.4383,2.4274,28.3578,88.1066,86.1123,67.2014,5.12243,99.4332,6.75838,4.90913,0.588251,11.4331,5.24323,1.63192,0.2754,0.109779,0.162433,0.675845,0.36082,0.499482,0.367054,0.860301,0.224081,4.10512,0.288782,-0.00273048,-0.645008,99.1677,26.8376,136.044,-0.647739,0.150694,25.503340661525726,0.22192976623773575,4.71575,32.29999923706055,3.23885,0.459358,0.888006,3.23885,-0.459358,3.81599,874.8,6.248571428,874.8,6.248571428,,,,,,,,,,,,,,,,,,,"Ketel Marte","13613",606466
"Fernando Tatis Jr.","SDP",148.445,645.902,565.4,152.428,93.5019,28.1294,2.44306,28.3537,97.6676,80.8443,70.7143,3.45311,127.96,6.09399,3.02374,0.669696,10.5158,25.6527,6.01649,0.269593,0.109481,0.198111,0.552627,0.355277,0.478431,0.358804,0.833708,0.208837,5.85091,0.301071,0.209295,1.56516,100.31,23.9914,131.188,1.77445,5.6089,25.58320450782776,-1.4544577598571777,4.70524,14.199999809265137,2.53854,-0.624956,0.467971,2.53854,0.624956,4.37604,905.6,6.118918918,905.6,6.118918918,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"Ronald Acuña Jr.","ATL",143.672,628.896,532.694,149.013,93.7255,24.9471,2.06697,28.2734,105.309,77.1809,85.7924,3.62382,134.344,7.02695,2.52146,0.861233,10.3352,24.8981,6.77738,0.279734,0.136417,0.213619,0.638601,0.385062,0.493555,0.379092,0.878617,0.213821,5.55048,0.324048,1.20838,0.996587,108.028,33.7187,144.804,2.20497,-3.19888,35.6008939743042,-10.613253355026245,4.69729,5.730000019073486,3.44583,-0.426504,0.728957,3.44583,0.426504,4.02806,955.4,6.634722222,955.4,6.634722222,,,,,,,,,,,,,,,,,,,"Ronald Acuna Jr.","18401",660670
"Kyle Tucker","LAD",142.781,620.24,527.848,141.89,82.1241,27.7897,2.21089,29.7657,94.3366,87.8537,84.4608,6.05448,92.1594,3.21082,3.54704,1.17335,8.10927,23.0251,4.58523,0.268809,0.136174,0.148587,0.916464,0.37082,0.499005,0.371838,0.869825,0.230196,5.38065,0.273829,-0.520391,1.64633,102.888,29.6018,140.141,1.12594,0.0649402,30.552252650260925,-6.545305043458939,4.60391,13.220000267028809,1.74278,0.326645,0.282144,1.74278,-0.326645,4.62381,932.5,6.52097902,932.5,6.52097902,,,,,,,,,,,,,,,,,,,"Kyle Tucker","18345",663656
"Francisco Lindor","NYM",140.706,620.836,549.135,141.739,87.9535,27.6707,1.31997,24.7946,91.3363,75.8402,55.4512,1.27181,113.943,10.4805,4.85196,0.916926,7.84021,22.5786,5.30461,0.258113,0.089317,0.183532,0.486655,0.334996,0.448766,0.33928,0.783762,0.190654,5.518,0.281624,-0.466033,1.33589,86.5754,13.2189,117.776,0.869859,2.85844,13.913135826587677,8.890060186386108,4.48282,26.979999542236328,3.18936,1.15764,0.529983,3.18936,-1.15764,4.29336,792.8,5.622695035,792.8,5.622695035,,,,,,,,,,,,,,,,,,,"Francisco Lindor","12916",596019
"Corey Seager","TEX",124.021,531.47,463.305,126.388,75.414,23.9782,0.366561,26.6292,70.6574,76.2243,59.993,9.5605,98.6244,4.42052,3.55299,0.199325,9.90577,2.44897,0.576043,0.272797,0.112881,0.185569,0.608298,0.359141,0.498564,0.363163,0.857705,0.225767,2.64884,0.29203,-0.863228,-0.606086,84.4191,21.6217,136.119,-1.46931,0.276443,21.155391454696655,4.364171922206879,4.48251,96.56999969482422,2.83644,-0.341955,0.841373,2.83644,0.341955,3.87817,759,6.120967741,759,6.120967741,,,,,,,,,,,,,,,,,,,"Corey Seager","13624",608369
"Vladimir Guerrero Jr.","TOR",152.96,662.677,576.806,169.705,108.62,31.8214,0.472492,28.7908,93.8145,95.3344,74.8859,7.98481,90.5506,6.27518,4.47485,0.235002,15.1753,4.71383,2.07256,0.294215,0.113005,0.136644,0.827007,0.378699,0.500764,0.37571,0.879464,0.206549,2.95967,0.305049,-0.218291,-1.10615,112.011,33.7102,143.96,-1.32444,-0.973159,33.01012063026428,-12.970313727855682,4.38389,18.1200008392334,2.91861,0.179407,1.33601,2.91861,-0.179407,3.21866,987.3,6.452941176,987.3,6.452941176,,,,,,,,,,,,,,,,,,,"Vladimir Guerrero Jr.","19611",665489
"Corbin Carroll","ARI",138.004,601.744,523.473,134.703,72.538,26.6074,10.0589,25.4986,96.6004,76.7942,63.4246,2.5698,127.113,8.12139,4.61208,2.11291,6.07663,31.6406,6.67873,0.257325,0.105401,0.211241,0.498963,0.34396,0.492717,0.357004,0.836677,0.235391,8.16632,0.290844,1.98423,2.65882,92.5725,21.4719,129.16,4.64306,3.02183,25.440035820007324,-3.177955389022827,4.326,15.199999809265137,1.58134,0.76461,0.907189,1.58134,-0.76461,3.79042,857.5,6.213768115,857.5,6.213768115,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
"William Contreras","MIL",143.897,599.621,522.721,139.107,91.8401,27.2481,0.879078,19.14,76.1694,76.3074,68.6659,3.24731,115.567,3.78827,4.0846,0.361281,13.8689,5.90938,2.04131,0.266122,0.114515,0.192734,0.594163,0.353038,0.431461,0.341459,0.784499,0.165339,3.28927,0.305962,-0.476819,-0.717254,84.678,13.8281,120.25,-1.19407,1.80414,13.197307586669922,8.93850827217102,4.30586,54.90999984741211,2.21233,-0.373836,0.573552,2.21233,0.373836,4.23526,742.8,5.158333333,742.8,5.158333333,,,,,,,,,,,,,,,,,,,"William Contreras","20503",661388
"Trea Turner","PHI",143.427,627.757,577.9,163.418,112.003,29.4673,4.0364,17.9106,90.1345,71.109,40.0987,0.556431,113.459,5.36719,3.45182,0.939003,10.4154,27.8982,5.11362,0.282779,0.0638762,0.180737,0.35342,0.333245,0.440716,0.335051,0.77396,0.157937,6.5682,0.323362,1.25636,2.44964,85.385,11.2107,113.495,3.70601,0.554059,13.746731281280518,7.19418740272522,4.27938,26.100000381469727,2.44359,0.978945,1.03822,2.44359,-0.978945,3.6157,785.1,5.49020979,785.1,5.49020979,,,,,,,,,,,,,,,,,,,"Trea Turner","16252",607208
"Will Smith","LAD",123.476,497.176,425.508,111.436,69.1887,21.1075,1.22924,19.9108,68.5354,68.1955,57.6929,2.60313,96.9678,8.19856,5.58774,0.188888,7.01506,2.46755,1.06938,0.26189,0.116041,0.195037,0.59497,0.356806,0.457652,0.351968,0.814458,0.195762,3.41042,0.291281,-0.706655,-0.818988,74.4526,15.7074,126.491,-1.52564,1.81512,14.041156768798828,10.75626540184021,4.25866,99.95999908447266,2.94348,0.204378,0.533621,2.94348,-0.204378,4.28851,649.2,5.27804878,649.2,5.27804878,,,,,,,,,,,,,,,,,,,"Will Smith","19197",669257
"Mookie Betts","LAD",142.519,621.46,545,146.155,92.4225,29.9089,2.47225,21.3515,88.6694,80.6474,66.1206,1.89801,72.0123,4.2502,5.5414,0.547765,8.94856,9.04764,2.47249,0.268174,0.106396,0.115876,0.918185,0.348722,0.449657,0.345542,0.798379,0.181482,4.52918,0.272987,-0.307712,-0.265179,89.8222,16.3918,122.077,-0.572891,-1.86616,15.643158316612244,4.731953144073486,4.23656,58.119998931884766,1.90239,-0.36096,0.649732,1.90239,0.36096,4.13369,789.9,5.523776223,789.9,5.523776223,,,,,,,,,,,,,,,,,,,"Mookie Betts","13611",605141
"Junior Caminero","TBR",149.262,636.962,584.94,157.948,93.3766,26.7746,1.00564,36.7911,84.308,103.512,43.2884,1.93424,124.383,3.81848,4.70839,0.206023,15.2536,5.84601,1.62678,0.270024,0.0679608,0.195275,0.348026,0.322031,0.507927,0.352573,0.829958,0.237903,3.54574,0.282763,-0.110835,-0.411649,95.6989,20.437,126.907,-0.522484,-2.59764,19.734342396259308,-0.8761379718780518,4.13504,16.729999542236328,2.21198,-0.250481,1.20798,2.21198,0.250481,3.38936,878.4,5.895302013,878.4,5.895302013,,,,,,,,,,,,,,,,,,,"Junior Caminero","28163",691406
"Zach Neto","LAA",148.063,633.985,566.712,142.497,84.1289,30.4578,1.23375,26.6767,86.2981,75.2004,44.3649,3.34683,155.39,16.4874,3.5692,2.85106,7.81182,26.8421,8.15824,0.251445,0.0699778,0.2451,0.285507,0.322197,0.450762,0.332827,0.772959,0.199317,5.60465,0.298341,0.51621,1.09245,85.0875,10.1773,112.638,1.60866,0.419679,11.051852464675903,7.274444431066513,4.10754,27.690000534057617,1.52034,-0.380623,0.721337,1.52034,0.380623,4.03822,783.6,5.294594594,783.6,5.294594594,,,,,,,,,,,,,,,,,,,"Zach Neto","31347",687263
"Elly De La Cruz","CIN",148.702,640.66,572.203,147.765,89.2493,30.2448,5.49275,22.7781,93.0379,77.5828,61.2543,5.53144,171.606,3.43857,2.76567,0.997478,8.88372,40.7897,10.105,0.258239,0.0956114,0.267858,0.356947,0.332141,0.449717,0.33549,0.781858,0.191479,7.32819,0.328407,1.13566,3.03999,87.3687,11.6698,110.527,4.17566,-0.602377,12.168758869171143,6.042923331260681,4.04406,8.529999732971191,1.59689,-0.232351,1.28621,1.59689,0.232351,3.28506,830.4,5.573154362,830.4,5.573154362,,,,,,,,,,,,,,,,,,,"Elly De La Cruz","26668",682829
"Geraldo Perdomo","ARI",150.441,648.401,549.302,144.228,100.134,27.7034,3.82977,12.5609,88.6976,64.8889,75.8949,1.01418,86.5297,7.58068,6.27566,9.34796,10.2315,20.688,5.37191,0.262566,0.117049,0.133451,0.877096,0.356314,0.395545,0.332199,0.75186,0.132979,5.85015,0.288436,0.219507,0.732269,86.6917,10.0781,112.168,0.951776,0.204582,10.302636504173279,7.1694386303424835,3.99475,76.70999908447266,2.70707,-0.143038,0.953281,2.70707,0.143038,3.72896,761.5,5.076666666,761.5,5.076666666,,,,,,,,,,,,,,,,,,,"Geraldo Perdomo","22799",672695
"Yordan Alvarez","HOU",129.283,552.423,469.284,136.842,79.4054,27.3266,1.06834,29.0414,77.2849,84.0507,69.3482,9.828,93.166,6.7957,6.47651,0.517806,7.77073,3.29978,1.22044,0.291597,0.125535,0.16865,0.744351,0.38591,0.540033,0.389624,0.925943,0.248437,2.96382,0.304905,-0.69797,-0.801839,99.6153,34.3423,153.517,-1.49981,-1.9458,33.34455156326294,-13.716923356056213,3.95347,33.290000915527344,3.55912,0.393201,1.13553,3.55912,-0.393201,3.48596,885.7,6.865891472,885.7,6.865891472,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Jackson Merrill","SDP",142.772,606.554,555.529,149.537,92.7258,30.5436,4.10703,22.1603,77.4976,80.6478,39.757,1.75294,118.638,3.57123,5.1083,2.58812,7.28743,7.81422,2.49081,0.269179,0.0655456,0.195594,0.335111,0.319331,0.458617,0.333064,0.777948,0.189438,4.81069,0.303393,0.896016,-0.343798,81.5226,9.85364,113.506,0.552218,4.27477,10.234289467334747,6.28218936920166,3.79015,70.47000122070312,1.57842,0.12327,0.568308,1.57842,-0.12327,4.24226,745.1,5.21048951,745.1,5.21048951,,,,,,,,,,,,,,,,,,,"Jackson Merrill","29490",701538
"Wyatt Langford","TEX",142.493,613.139,531.506,133.041,78.9243,27.6104,2.13933,24.3667,83.7573,74.2087,71.6668,2.84006,143.482,5.416,4.00014,0.549248,7.27649,22.8005,5.42132,0.250309,0.116885,0.234013,0.499482,0.343009,0.44784,0.342351,0.790849,0.197531,5.63535,0.295585,-0.0769102,1.32882,87.0311,14.584,121.782,1.25191,1.09206,16.992977261543274,-2.0629690885543823,3.68665,41.470001220703125,3.22659,-0.750846,0.580683,3.22659,0.750846,4.22576,791.7,5.575352112,791.7,5.575352112,,,,,,,,,,,,,,,,,,,"Wyatt Langford","33333",694671
"Pete Crow-Armstrong","CHC",146.878,617.769,560.889,137.859,81.7708,28.2455,4.95046,22.8919,84.0203,78.2187,34.5213,1.81046,149.462,8.32221,5.79808,8.23793,4.12163,33.4634,7.65274,0.245786,0.0558806,0.241938,0.230971,0.296461,0.436237,0.31368,0.732698,0.190451,7.33638,0.291547,0.215499,2.74804,73.3077,0.313531,100.19,2.96353,9.04102,3.1023237109184265,11.307651996612549,3.61347,32.11000061035156,2.50379,-0.303166,1.11358,2.50379,0.303166,3.51522,707,4.809523809,707,4.809523809,,,,,,,,,,,,,,,,,,,"Pete Crow-Armstrong","27769",691718
"Jeremy Peña","HOU",137.4,592.536,541.599,147.914,102.429,27.2182,1.85975,16.4066,76.1732,65.4259,34.6593,1.07877,105.58,10.744,3.64726,1.88592,11.2543,17.205,4.25232,0.273106,0.0584932,0.178183,0.328277,0.327296,0.421107,0.325344,0.748403,0.148001,5.34032,0.310701,0.265679,0.73078,75.9246,5.91194,109.236,0.996459,0.617562,7.446891605854034,6.978678524494171,3.56249,103.27999877929688,3.28974,0.149081,0.692096,3.28974,-0.149081,4.0772,686,5.00729927,686,5.00729927,,,,,,,,,,,,,,,,,,,"Jeremy Pena","21636",665161
"Shea Langeliers","ATH",128.415,525.998,478.485,121.247,66.0412,24.7882,1.25177,29.1656,69.5911,76.2493,39.0087,1.14027,119.192,3.76415,4.13242,0.608256,7.8045,5.55177,1.50377,0.253397,0.0741613,0.226601,0.327276,0.312186,0.493297,0.342618,0.805483,0.2399,3.82894,0.275478,-0.142616,-0.216291,74.776,12.6252,120.069,-0.358906,-2.61883,12.11753299832344,4.647432088851929,3.53664,55.459999084472656,1.75746,0.690301,0.711779,1.75746,-0.690301,4.05096,685.2,5.353125,685.2,5.353125,,,,,,,,,,,,,,,,,,,"Shea Langeliers","25816",669127
"Alex Bregman","CHC",148.699,641.169,562.329,142.524,91.1032,27.699,1.16762,22.5543,79.8251,79.2138,65.6302,1.75412,89.8368,7.98198,4.58474,0.643036,11.8449,2.27994,0.922394,0.253453,0.10236,0.140114,0.730549,0.337436,0.42719,0.333146,0.764625,0.173736,2.88169,0.263947,-0.582435,-0.997565,86.2175,10.4585,113.562,-1.58,1.29317,8.697111964225769,3.5879122018814087,3.47708,119.08000183105469,1.86508,0.390253,0.736244,1.86508,-0.390253,4.01834,764.9,5.133557046,764.9,5.133557046,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"Bryce Harper","PHI",140.172,606.854,523.165,142.45,83.6646,31.8561,0.5784,26.3508,82.5711,84.4034,74.4925,7.61479,129.382,4.5977,4.22169,0.376715,9.92203,9.46902,3.41641,0.272285,0.122752,0.2132,0.575758,0.36529,0.486491,0.363818,0.851781,0.214206,3.61926,0.312384,0.32775,-0.529459,96.7159,25.0114,133.202,-0.201709,0.782968,23.678665667772293,-10.123828291893005,3.45254,46.97999954223633,1.97979,-2.08502,0.568469,1.97979,2.08502,4.24204,860.8,6.148571428,860.8,6.148571428,,,,,,,,,,,,,,,,,,,"Bryce Harper","11579",547180
"Matt Chapman","SFG",145.563,613.512,532.499,126.693,73.471,27.6659,2.07604,23.4799,81.1133,73.8989,70.2119,1.15296,151.395,6.71026,3.8992,0.191611,8.07711,8.75856,2.63229,0.237921,0.114443,0.246769,0.463765,0.331988,0.429955,0.331926,0.761944,0.192034,4.6455,0.285495,-0.2079,-0.311493,81.8912,9.40007,112.724,-0.519393,1.31242,8.707143008708954,3.5587586164474487,3.37936,163.75,2.28419,-0.860788,0.729168,2.28419,0.860788,4.02778,727.7,4.984246575,727.7,4.984246575,,,,,,,,,,,,,,,,,,,"Matt Chapman","16505",656305
"Alejandro Kirk","TOR",122.314,484.139,427.921,114.273,79.2113,19.4553,0.245469,15.3605,52.2849,63.3187,47.1879,1.74724,60.3675,3.59144,5.21808,0.220375,12.2263,0.864219,0.172488,0.267041,0.0974676,0.12469,0.781677,0.341074,0.42134,0.331735,0.762414,0.154299,1.73496,0.276746,-1.36723,-0.744415,64.5475,7.34269,113.667,-2.11164,1.9391,5.6872031688690186,10.494402289390564,3.36044,156.39999389648438,2.22902,0.469047,0.801213,2.22902,-0.469047,3.93172,561.4,4.601639344,561.4,4.601639344,,,,,,,,,,,,,,,,,,,"Alejandro Kirk","22581",672386
"Willy Adames","SFG",151.861,649.508,570.185,132.036,77.7008,26.462,1.20816,26.6648,83.5958,84.0838,69.7892,1.8199,165.284,3.74902,5.58968,0.195494,7.7341,11.3251,3.44263,0.231567,0.107449,0.254476,0.422237,0.316602,0.422509,0.320685,0.739112,0.190943,4.29727,0.274528,-0.0378592,-0.131213,80.7678,4.02335,105.002,-0.169072,-0.329325,3.670561596751213,6.701264142990112,3.31022,129.44000244140625,3.36872,0.0797075,1.10048,3.36872,-0.0797075,3.53269,738.6,4.859210526,738.6,4.859210526,,,,,,,,,,,,,,,,,,,"Willy Adames","15986",642715
"Gabriel Moreno","ARI",113.025,440.8,392.258,108.017,75.8012,20.3998,1.16247,10.6534,52.958,54.1429,41.4682,2.05292,76.2248,3.48515,3.35166,0.236261,9.61276,4.33197,1.67681,0.275372,0.094075,0.172924,0.544025,0.347215,0.414782,0.332366,0.761997,0.139411,3.51847,0.315366,0.237639,-0.603919,58.995,6.91113,112.282,-0.366279,3.67587,6.050482004880905,11.512542009353638,3.29738,178.69000244140625,1.16769,0.681524,0.946626,1.16769,-0.681524,3.73783,513.9,4.54778761,513.9,4.54778761,,,,,,,,,,,,,,,,,,,"Gabriel Moreno","22664",672515
"Maikel Garcia","KCR",150.054,640.193,577.13,154.57,106.522,31.6009,4.10485,12.3426,82.8687,65.4409,53.1579,0.428543,95.1856,1.59863,5.24505,3.06146,11.2013,26.1823,6.81842,0.267826,0.0830341,0.148683,0.558466,0.328546,0.400965,0.318554,0.72951,0.133139,6.13487,0.299523,0.463476,1.38232,78.5022,2.85844,103.538,1.84579,3.48974,4.523154258728027,5.902897596359253,3.28351,66.48999786376953,2.8057,-0.610831,1.06643,2.8057,0.610831,3.57809,714.2,4.761333333,714.2,4.761333333,,,,,,,,,,,,,,,,,,,"Maikel Garcia","22715",672580
"Adley Rutschman","BAL",137.748,559.804,492.178,123.595,80.2644,25.4366,1.05452,16.8399,64.5177,64.4656,60.1304,1.81738,89.1513,2.89925,4.35387,0.243207,9.87249,0.853558,0.303571,0.25112,0.107413,0.159254,0.674476,0.33352,0.409732,0.324643,0.743252,0.158612,2.36025,0.273353,-0.344898,-0.887589,71.4122,5.26696,109.623,-1.23249,1.18917,5.116613149642944,7.1265974044799805,3.22395,150.61000061035156,2.60994,-1.28908,0.420674,2.60994,1.28908,4.4391,631.3,4.574637681,631.3,4.574637681,,,,,,,,,,,,,,,,,,,"Adley Rutschman","26288",668939
"Jacob Wilson","ATH",138.249,578.63,534.245,156.804,114.429,30.2523,1.38189,10.7405,72.1761,64.4844,31.6522,0.760687,51.1704,7.15433,3.08168,2.49591,15.836,5.83041,1.87095,0.293506,0.0547019,0.0884337,0.618564,0.339523,0.415617,0.32926,0.75514,0.122112,3.87373,0.307233,-0.0431362,-0.606695,75.9824,7.61288,110.892,-0.649831,-1.69321,6.799379467964172,4.561736583709717,3.166,187.4199981689453,2.36017,0.090533,1.46427,2.36017,-0.090533,3.04764,664.1,4.81231884,664.1,4.81231884,,,,,,,,,,,,,,,,,,,"Jacob Wilson","33266",805779
"Byron Buxton","MIN",121.103,521.832,468.589,116.637,60.7527,24.8402,3.758,27.2864,78.5697,72.4169,40.596,2.52509,141.654,8.16211,3.92635,0.558379,3.93597,15.5152,2.34466,0.248912,0.0777952,0.271455,0.286586,0.317291,0.492656,0.34405,0.809947,0.243744,6.62491,0.294329,0.607824,1.43657,74.7901,13.1317,120.789,2.0444,-1.80637,14.830330610275269,-2.1801403760910034,3.13187,71.55000305175781,2.71539,4.34301,0.460928,2.71539,-4.34301,4.38543,707.1,5.843801652,707.1,5.843801652,,,,,,,,,,,,,,,,,,,"Byron Buxton","14161",621439
"Bo Bichette","NYM",139.219,607.795,561.734,160.183,111.351,29.9634,1.58767,17.2815,74.7753,76.8449,38.4561,1.20052,99.4271,3.49026,3.60866,0.5061,13.7177,5.45039,2.27303,0.285159,0.0632716,0.163586,0.386777,0.332839,0.436446,0.332915,0.769285,0.151287,3.53254,0.318526,0.280249,-0.844858,81.6159,9.80024,113.403,-0.564608,0.390801,9.06371521949768,0.9393393099308014,3.12805,96.4000015258789,2.2282,-0.702014,1.10114,2.2282,0.702014,3.53181,719.1,5.173381294,719.1,5.173381294,,,,,,,,,,,,,,,,,,,"Bo Bichette","19612",666182
"Nick Kurtz","ATH",142.045,577.044,514.744,134.574,69.1179,26.2768,1.64944,37.5295,93.8747,94.8465,54.4811,3.56644,177.332,3.56552,3.66811,0.585087,7.11294,3.09396,1.02075,0.261438,0.0944142,0.307312,0.307226,0.334144,0.537622,0.367861,0.871766,0.276184,3.85689,0.319697,0.0366055,-0.615179,93.859,25.6768,137.409,-0.578573,-2.69292,24.93499583005905,-13.902310609817505,3.12691,17.850000381469727,2.87662,0.465013,1.32045,2.87662,-0.465013,3.23939,861.9,6.069718309,861.9,6.069718309,,,,,,,,,,,,,,,,,,,"Nick Kurtz","35110",701762
"Dansby Swanson","CHC",153.172,629.433,568.772,137.213,88.66,24.7117,1.97163,21.8694,77.9628,75.0208,52.6855,1.06286,159.39,3.20579,3.88466,0.884239,8.72913,15.7374,3.72526,0.241244,0.0837032,0.253228,0.330544,0.307222,0.406975,0.310547,0.714197,0.165731,5.05915,0.294696,0.473668,0.674649,73.0907,-1.28164,98.0379,1.14832,2.40498,-0.3113675117492676,9.496291399002075,3.11927,149.11000061035156,3.71045,-0.452846,0.593276,3.71045,0.452846,4.20897,676.1,4.418954248,676.1,4.418954248,,,,,,,,,,,,,,,,,,,"Dansby Swanson","18314",621020
"Freddie Freeman","LAD",143.129,618.061,540.354,150.496,93.353,33.1794,1.78031,22.1837,83.9191,84.1319,64.6798,7.59852,114.479,7.86801,4.9173,0.242535,10.3807,7.70735,2.14711,0.278515,0.104649,0.185222,0.564994,0.361019,0.469669,0.355749,0.830688,0.191155,4.17977,0.314023,-0.774705,-0.382869,94.4527,21.424,129.089,-1.15757,0.13782,20.09156036376953,-10.953575402498245,3.07509,67.0199966430664,2.69037,0.0902907,0.796308,2.69037,-0.0902907,3.93826,842.5,5.891608391,842.5,5.891608391,,,,,,,,,,,,,,,,,,,"Freddie Freeman","5361",518692
