Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Mitch Bratt","ARI",0,0,1,4.13542,2,2,0,0,,9,37,9,4,4,1,2,,0,7,7.55636,2.34825,3.21788,1.24351,0.197194,0.0612806,0.13591289520263672,0.255932,1.27446,0.293509,0.721168,,,4.14464,0.0980886,0.171629,999,,,,,,,38.90000000000001,4.322222222222224,40,4.444444444444445,,,,,,,,,,,,,,,,,,,"Mitch Bratt","sa3017719",683352
"Mike Vasil","CHW",4,4,0,4.2774,79,0,1,15,,79,343,77,41,38,10,31,,5,64,7.34683,3.54472,2.07261,1.083,0.188155,0.0907813,0.09737329185009003,0.251704,1.37152,0.290864,0.713366,,,4.42988,0.0977536,0.0106613,999,,,,,,,346.40000000000003,4.384810126582279,350,4.430379746835443,,,,,,,,,,,,,,,,,,,"Mike Vasil","30105",678024
"Mason Black","KCR",3,3,1,4.86723,43,3,0,1,,56,249,58,33,30,8,23,,3,46,7.30272,3.68724,1.98054,1.29171,0.183505,0.0926542,0.09085115790367126,0.258506,1.43084,0.293005,0.690103,,,4.79282,0.0971466,0.0311979,999,,,,,,,183.2,3.2714285714285714,194,3.4642857142857144,,,,,,,,,,,,,,,,,,,"Mason Black","30171",696131
"Carlos Rodriguez","MIL",2,2,1,4.43715,36,2,0,1,,43,186,40,23,21,6,17,,2,40,8.31178,3.56383,2.33226,1.30274,0.213573,0.0915735,0.12199961394071579,0.241923,1.33242,0.282491,0.71122,,,4.52995,0.0953726,0.028019,999,,,,,,,167.39999999999998,3.893023255813953,164,3.813953488372093,,,,,,,,,,,,,,,,,,,"Carlos Rodriguez","30161",692230
"Trey Gibson","BAL",0,1,1,4.4296,2,2,0,0,,9,37,8,5,4,1,3,,1,8,7.98395,3.33031,2.39736,1.15583,0.204302,0.0852197,0.11908233910799026,0.252586,1.35635,0.296916,0.700747,,,4.34226,0.0941142,0.0461427,999,,,,,,,37.500000000000014,4.166666666666668,36,4,,,,,,,,,,,,,,,,,,,"Trey Gibson","sa3023250",694346
"Mason Barnett","ATH",1,1,1,4.57053,20,2,0,1,,27,116,26,15,14,4,11,,1,23,7.73148,3.69495,2.09245,1.19276,0.196836,0.0940698,0.10276614874601364,0.251368,1.39083,0.291504,0.701267,,,4.53348,0.0939615,0.0418526,999,,,,,,,97.00000000000003,3.5925925925925934,97,3.5925925925925926,,,,,,,,,,,,,,,,,,,"Mason Barnett","31741",686930
"José Leclerc",,2,2,0,4.14542,37,0,0,0,,37,160,32,18,17,5,18,,2,40,9.7338,4.25795,2.28603,1.18216,0.250605,0.109624,0.14098041504621506,0.230344,1.34848,0.287556,0.730616,,,4.22584,0.091146,0.153552,999,,,,,,,149.10000000000002,4.0297297297297305,140,3.7837837837837838,,,,,,,,,,,,,,,,,,,"Jose Leclerc","14524",600917
"Enyel De Los Santos","HOU",3,3,0,4.13654,60,0,0,12,,60,254,55,30,28,9,22,,3,60,8.92692,3.27703,2.72409,1.32672,0.234541,0.086099,0.14844223111867905,0.239999,1.28045,0.287041,0.733582,,,4.30056,0.0909692,0.0529466,999,,,,,,,283.3,4.721666666666667,276,4.6,,,,,,,,,,,,,,,,,,,"Enyel De Los Santos","18403",660853
"Dane Dunning","SEA",1,1,1,4.12682,14,2,0,1,,21,89,20,10,10,3,7,,1,18,7.90752,2.90299,2.72393,1.13965,0.205122,0.075304,0.12981843948364258,0.248591,1.29339,0.291096,0.713373,,,4.15816,0.089689,0.104658,999,,,,,,,82.5,3.9285714285714284,82,3.9047619047619047,,,,,,,,,,,,,,,,,,,"Dane Dunning","19409",641540
"Ricky Tiedemann","TOR",1,1,1,4.22836,12,2,0,1,,18,78,16,9,8,2,9,,2,18,9.28494,4.40519,2.10773,1.06823,0.235041,0.111514,0.12352742999792099,0.231513,1.37152,0.287022,0.713935,,,4.35276,0.0895548,0.0793212,999,,,,,,,74.00000000000003,4.1111111111111125,71,3.9444444444444446,,,,,,,,,,,,,,,,,,,"Ricky Tiedemann","sa3018096",694357
"Shane Drohan","MIL",2,2,1,4.26718,32,2,0,1,,38,164,36,19,18,5,16,,2,36,8.41985,3.80716,2.21158,1.14946,0.216448,0.09787,0.11857786029577255,0.242621,1.35913,0.289221,0.718461,,,4.31614,0.0885669,0.0969851,999,,,,,,,148.1,3.8973684210526316,147,3.8684210526315788,,,,,,,,,,,,,,,,,,,"Shane Drohan","sa3014447",675660
"Kai-Wei Teng","HOU",3,4,1,4.42998,48,2,0,1,,55,239,51,29,27,7,23,,6,52,8.58498,3.84221,2.23438,1.07654,0.217536,0.0973585,0.12017779797315598,0.241386,1.35695,0.291581,0.692595,,,4.3785,0.085835,-0.0298216,999,,,,,,,209.29999999999998,3.805454545454545,205,3.727272727272727,,,,,,,,,,,,,,,,,,,"Kai-Wei Teng","24282",678906
"Wade Miley",,1,2,2,5.05724,5,5,0,0,,24,106,26,15,14,4,9,,1,15,5.68175,3.18376,1.78461,1.30664,0.144125,0.08076,0.06336472928524017,0.273944,1.44365,0.295034,0.673524,,,4.96503,0.084038,0.000910489,999,,,,,,,60.80000000000004,2.533333333333335,68,2.8333333333333335,,,,,,,,,,,,,,,,,,,"Wade Miley","8779",489119
"Tyler Uberstine","BOS",0,1,1,4.6165,2,2,0,0,,9,39,9,5,5,1,3,,0,8,7.56884,3.06682,2.46798,1.30248,0.193412,0.0783686,0.11504322290420532,0.259084,1.36649,0.296301,0.700969,,,4.50169,0.0838372,0.0744291,999,,,,,,,37.90000000000001,4.211111111111112,39,4.333333333333333,,,,,,,,,,,,,,,,,,,"Tyler Uberstine","sa3017643",700413
"Braydon Fisher","TOR",3,3,0,3.84016,52,0,0,7,,52,223,44,24,22,6,24,,2,59,10.1808,4.08461,2.49247,1.09695,0.263367,0.105665,0.15770196914672852,0.222998,1.30026,0.284964,0.743779,,,3.95573,0.0825057,0.0282866,999,,,,,,,264.6,5.088461538461539,250,4.8076923076923075,,,,,,,,,,,,,,,,,,,"Braydon Fisher","24609",680755
"Justin Martinez","ARI",2,1,0,3.20387,22,0,0,1,,22,94,17,9,8,2,12,,1,28,11.3376,4.80243,2.36081,0.615541,0.293768,0.124435,0.16933313757181168,0.208004,1.30095,0.296045,0.754869,,,3.30204,0.0813699,0.0641037,999,,,,,,,115.00000000000001,5.2272727272727275,105,4.7727272727272725,,,,,,,,,,,,,,,,,,,"Justin Martinez","24453",679885
"McCade Brown","COL",1,2,1,5.25563,11,3,0,1,,23,103,24,15,14,4,10,,2,21,8.30651,3.87425,2.14403,1.51416,0.207498,0.0967792,0.1107185035943985,0.262076,1.46555,0.303265,0.68366,,,4.97165,0.081362,0.0554374,999,,,,,,,68.6,2.9826086956521736,73,3.1739130434782608,,,,,,,,,,,,,,,,,,,"McCade Brown","30004",685326
"Jason Foley","SFG",2,2,0,3.42777,32,0,0,1,,32,134,31,13,12,3,8,,1,28,7.74542,2.34241,3.3066,0.738429,0.205391,0.0621156,0.14327573031187057,0.248573,1.22821,0.300166,0.727266,,,3.36877,0.0792403,0.0745412,999,,,,,,,152.3,4.759375,154,4.8125,,,,,,,,,,,,,,,,,,,"Jason Foley","19531",671345
"Evan Phillips","LAD",2,1,0,3.455,28,0,0,1,,28,114,24,12,11,3,9,,1,30,9.77549,2.80034,3.49082,1.04929,0.266104,0.0762296,0.18987418711185455,0.226745,1.15745,0.288465,0.743121,,,3.52653,0.0791235,0.0625182,999,,,,,,,141.90000000000003,5.067857142857144,135,4.821428571428571,,,,,,,,,,,,,,,,,,,"Evan Phillips","17734",623465
"Joel Payamps","ATL",3,2,0,4.06166,53,0,0,9,,53,225,52,26,24,7,17,,2,48,8.19118,2.86272,2.86133,1.11373,0.213949,0.0747727,0.13917631655931473,0.250023,1.29206,0.297109,0.718544,,,3.99882,0.0784913,0.13227,999,,,,,,,245.90000000000003,4.639622641509435,249,4.69811320754717,,,,,,,,,,,,,,,,,,,"Joel Payamps","14332",606303
"Ty Madden","DET",1,1,1,4.45482,19,2,0,1,,26,111,25,14,13,3,10,,1,22,7.93542,3.54191,2.24044,1.23397,0.202345,0.0903148,0.11202991753816605,0.251586,1.38169,0.292569,0.710615,,,4.44352,0.078075,0.0294045,999,,,,,,,105.5,4.0576923076923075,106,4.076923076923077,,,,,,,,,,,,,,,,,,,"Ty Madden","30140",680744
"Brandon Eisert","CHW",3,3,0,4.06857,52,0,0,6,,52,223,49,25,24,7,19,,2,51,8.7781,3.30908,2.65273,1.13641,0.227105,0.0856117,0.14149340987205505,0.24477,1.31812,0.296318,0.729707,,,4.06094,0.0759892,0.0188648,999,,,,,,,234.30000000000004,4.505769230769231,232,4.461538461538462,,,,,,,,,,,,,,,,,,,"Brandon Eisert","27668",685126
"Brennan Bernardino","COL",3,3,0,4.46467,58,0,0,11,,58,257,58,31,29,7,27,,5,53,8.23096,4.1878,1.96546,1.03622,0.206671,0.105151,0.1015196442604065,0.257352,1.46312,0.309979,0.711441,,,4.44668,0.0754694,0.268769,999,,,,,,,246.3,4.246551724137931,253,4.362068965517241,,,,,,,,,,,,,,,,,,,"Brennan Bernardino","16835",657514
"Brant Hurter","DET",3,3,0,3.75188,52,0,0,6,,52,221,49,24,22,6,15,,4,46,7.95192,2.64114,3.0108,0.953141,0.207931,0.0690618,0.1388692706823349,0.245217,1.24335,0.292622,0.72214,,,3.87142,0.0754492,0.0386647,999,,,,,,,242.6,4.665384615384616,241,4.634615384615385,,,,,,,,,,,,,,,,,,,"Brant Hurter","30133",676428
"Austin Gomber","TEX",0,1,1,5.0373,2,2,0,0,,9,38,9,5,5,2,2,,0,6,6.55941,2.45617,2.67058,1.55622,0.169691,0.0635408,0.10615015029907227,0.267719,1.34471,0.289803,0.673377,,,4.80002,0.0745632,0.0475078,999,,,,,,,24.60000000000001,2.7333333333333343,25,2.7777777777777777,,,,,,,,,,,,,,,,,,,"Austin Gomber","16561",596295
"Walker Buehler","SDP",2,3,2,4.92866,27,5,0,1,,47,210,49,28,26,8,18,,3,40,7.65046,3.47725,2.20015,1.45411,0.192232,0.0873725,0.10485994070768356,0.260581,1.42271,0.294991,0.695677,,,4.87025,0.0735049,-0.050937,999,,,,,,,142.99999999999997,3.042553191489361,152,3.234042553191489,,,,,,,,,,,,,,,,,,,"Walker Buehler","19374",621111
"JT Brubaker","SFG",2,3,0,4.21036,59,0,1,12,,59,258,60,30,28,7,21,,3,50,7.58834,3.1827,2.38424,1.04819,0.193112,0.0809952,0.11211695522069931,0.255973,1.36705,0.299037,0.711776,,,4.18392,0.0728175,-0.0103092,999,,,,,,,275.5,4.669491525423729,285,4.830508474576271,,,,,,,,,,,,,,,,,,,"JT Brubaker","17578",664141
"Brandon Young","BAL",2,2,1,4.37192,21,2,0,1,,27,116,28,14,13,4,8,,1,24,7.92898,2.61157,3.03609,1.36837,0.205856,0.067803,0.13805336505174637,0.25628,1.3054,0.294768,0.717576,,,4.30455,0.0725698,0.0588707,999,,,,,,,102.80000000000003,3.8074074074074082,108,4,,,,,,,,,,,,,,,,,,,"Brandon Young","27819",687064
"Bryan Hudson","NYM",2,2,0,3.99987,48,0,0,5,,48,205,43,23,21,5,21,,2,46,8.60091,3.8656,2.22499,1.02424,0.223705,0.100542,0.12316299974918365,0.236486,1.32884,0.287378,0.724132,,,4.11052,0.071749,0.0453575,999,,,,,,,224.90000000000003,4.685416666666668,218,4.541666666666667,,,,,,,,,,,,,,,,,,,"Bryan Hudson","19924",663542
"Matt Festa","CLE",3,4,0,4.12769,58,0,0,12,,58,247,53,29,27,8,21,,3,57,8.78279,3.32379,2.6424,1.17923,0.229593,0.086888,0.1427047923207283,0.239573,1.28467,0.289006,0.717963,,,4.17556,0.0716687,0.0193048,999,,,,,,,283.00000000000006,4.879310344827587,276,4.758620689655173,,,,,,,,,,,,,,,,,,,"Matt Festa","19330",670036
"Gregory Santos","SFG",3,2,0,3.63878,54,0,6,6,,54,238,51,24,22,4,23,,3,51,8.48347,3.86917,2.19258,0.603302,0.213875,0.097545,0.11633032560348511,0.241792,1.37788,0.302627,0.733209,,,3.58138,0.0710328,0.0583317,999,,,,,,,295.80000000000007,5.477777777777779,296,5.481481481481482,,,,,,,,,,,,,,,,,,,"Gregory Santos","21894",666619
"Trevor Williams","WSN",1,2,1,4.6014,24,2,0,1,,30,132,33,17,15,5,9,,1,24,7.23952,2.58042,2.80556,1.35627,0.185154,0.0659954,0.11915837973356247,0.267598,1.36383,0.301761,0.704945,,,4.44339,0.0683119,-0.0208493,999,,,,,,,96.7,3.2233333333333336,107,3.566666666666667,,,,,,,,,,,,,,,,,,,"Trevor Williams","16977",592866
"Bryse Wilson","PHI",1,2,1,5.00723,13,3,0,1,,29,124,31,17,16,5,9,,1,20,6.24335,2.83368,2.20326,1.4957,0.159527,0.072405,0.08712218701839447,0.270955,1.39624,0.292291,0.687338,,,4.98069,0.0675092,0.091265,999,,,,,,,86.50000000000003,2.982758620689656,94,3.2413793103448274,,,,,,,,,,,,,,,,,,,"Bryse Wilson","19990",669060
"Grant Wolfram","BAL",3,3,0,4.2685,50,0,0,4,,50,220,49,26,24,6,22,,2,47,8.37172,3.97314,2.10708,1.0715,0.211103,0.100187,0.11091559380292892,0.24842,1.41427,0.297813,0.723387,,,4.29352,0.0667292,-0.0633681,999,,,,,,,206.79999999999998,4.135999999999999,210,4.2,,,,,,,,,,,,,,,,,,,"Grant Wolfram","21623",664991
"Pedro Avila","CLE",2,3,1,4.31261,32,2,0,1,,39,170,39,20,19,5,16,,2,33,7.54234,3.76907,2.00111,1.07856,0.191901,0.0958974,0.09600407630205154,0.253653,1.40815,0.295497,0.718341,,,4.41669,0.0657329,-0.00410643,999,,,,,,,141.70000000000002,3.6333333333333337,146,3.7435897435897436,,,,,,,,,,,,,,,,,,,"Pedro Avila","18864",658648
"Dax Fulton","MIA",1,2,1,4.44947,20,2,0,1,,27,118,26,14,13,3,12,,1,22,7.47382,4.2267,1.76824,1.01674,0.186736,0.105606,0.08113053441047668,0.253147,1.463,0.295368,0.711095,,,4.51186,0.0650721,0.0454305,999,,,,,,,104.30000000000001,3.8629629629629636,105,3.888888888888889,,,,,,,,,,,,,,,,,,,"Dax Fulton","sa3014535",690978
"Ryan Yarbrough","NYY",3,3,1,4.40676,54,2,0,7,,62,265,61,33,30,10,18,,5,50,7.29037,2.64076,2.76071,1.381,0.190011,0.0688267,0.12118382006883621,0.251378,1.2731,0.281631,0.703749,,,4.60753,0.064924,0.0352611,999,,,,,,,236.19999999999996,3.809677419354838,239,3.8548387096774195,,,,,,,,,,,,,,,,,,,"Ryan Yarbrough","16502",642232
"Ian Hamilton","ATL",2,2,0,3.73111,40,0,0,1,,40,171,36,18,17,4,18,,2,42,9.43696,3.99581,2.36171,0.91171,0.244795,0.103651,0.1411433070898056,0.235597,1.33922,0.299597,0.740775,,,3.80551,0.0645858,0.0645776,999,,,,,,,181.20000000000002,4.53,176,4.4,,,,,,,,,,,,,,,,,,,"Ian Hamilton","19261",641656
"Gabriel Hughes","COL",1,2,1,4.98578,24,2,0,1,,30,133,34,18,17,4,11,,1,22,6.48134,3.20352,2.02319,1.27739,0.163173,0.0806513,0.08252198994159698,0.277408,1.47142,0.308182,0.688178,,,4.71695,0.0637799,0.0521085,999,,,,,,,96.4,3.2133333333333334,110,3.6666666666666665,,,,,,,,,,,,,,,,,,,"Gabriel Hughes","sa3020661",687312
"David Morgan","SDP",3,2,0,4.04694,58,0,0,12,,58,250,52,28,26,7,24,,4,59,9.12176,3.68322,2.47657,1.1021,0.235508,0.0950943,0.1404135748744011,0.233836,1.30404,0.287051,0.723275,,,4.13104,0.063278,0.118355,999,,,,,,,289.90000000000003,4.998275862068966,281,4.844827586206897,,,,,,,,,,,,,,,,,,,"David Morgan","31616",688158
"John Klein","MIN",2,3,1,4.51975,34,2,0,1,,41,180,41,22,21,6,15,,3,35,7.68553,3.20514,2.39788,1.23033,0.195596,0.0815702,0.11402533203363419,0.254545,1.35609,0.293848,0.699719,,,4.51674,0.0604777,0.0185624,999,,,,,,,143.00000000000003,3.4878048780487814,147,3.5853658536585367,,,,,,,,,,,,,,,,,,,"John Klein","sa3020405",804619
"Tink Hence","STL",0,0,1,4.40373,2,2,0,0,,8,34,8,4,4,1,3,,0,7,7.68342,3.65114,2.10439,1.2131,0.196491,0.093372,0.10311896353960037,0.250408,1.38357,0.289061,0.71447,,,4.49885,0.0599377,0.0928625,999,,,,,,,31.100000000000005,3.8875000000000006,32,4,,,,,,,,,,,,,,,,,,,"Tink Hence","sa3014709",693311
"Rob Zastryzny","MIL",2,2,0,4.1037,48,0,0,4,,48,206,46,23,22,6,17,,2,44,8.20531,3.19809,2.56569,1.1779,0.212942,0.0829959,0.12994597107172012,0.244849,1.30553,0.288681,0.730044,,,4.21545,0.0598688,0.082172,999,,,,,,,208.80000000000004,4.3500000000000005,209,4.354166666666667,,,,,,,,,,,,,,,,,,,"Rob Zastryzny","15094",642239
"Alan Rangel","PHI",1,1,1,4.77767,13,2,0,1,,20,85,20,11,11,3,6,,0,16,7.43473,2.88428,2.57768,1.50055,0.192555,0.074701,0.11785400658845901,0.258118,1.33881,0.288443,0.695984,,,4.68508,0.0590834,0.0643738,999,,,,,,,77.1,3.8549999999999995,79,3.95,,,,,,,,,,,,,,,,,,,"Alan Rangel","19524",660604
"Landon Knack","LAD",1,1,1,4.94047,16,2,0,1,,23,99,23,13,12,4,9,,1,20,7.99912,3.44514,2.32185,1.57967,0.205069,0.0883214,0.11674799770116806,0.252896,1.37468,0.285662,0.695199,,,4.8752,0.0590703,0.0353055,999,,,,,,,75.2,3.2695652173913046,77,3.347826086956522,,,,,,,,,,,,,,,,,,,"Landon Knack","27487",689017
"AJ Blubaugh","HOU",3,3,1,4.404,42,2,0,1,,49,212,47,26,24,7,20,,2,45,8.27938,3.65499,2.26523,1.33048,0.213208,0.094122,0.11908598244190216,0.245395,1.35667,0.286093,0.720642,,,4.54047,0.0585599,0.00353021,746.530029296875,,,,,,,182.3,3.7204081632653065,182,3.7142857142857144,,,,,,,,,,,,,,,,,,,"AJ Blubaugh","31764",805123
"Jack Perkins","ATH",2,1,0,3.82416,30,0,0,1,,30,127,26,14,13,3,12,,2,32,9.65166,3.68557,2.61877,1.013,0.253592,0.0968365,0.15675576776266098,0.227536,1.26429,0.288609,0.726087,,,3.87002,0.0580489,0.0342253,999,,,,,,,143.5,4.783333333333333,137,4.566666666666666,,,,,,,,,,,,,,,,,,,"Jack Perkins","31468",678022
"Tim Hill","NYY",4,3,0,4.15255,66,0,0,15,,66,285,71,33,30,7,19,,3,38,5.13455,2.63392,1.9494,0.88921,0.131934,0.0676793,0.06425444781780243,0.270712,1.3733,0.295509,0.704503,,,4.27558,0.0559285,0.0269405,999,,,,,,,287.70000000000005,4.359090909090909,309,4.681818181818182,,,,,,,,,,,,,,,,,,,"Tim Hill","16814",657612
"Mitch Farris","LAA",0,1,1,4.80729,2,2,0,0,,9,38,9,5,5,1,4,,0,8,7.93744,3.9317,2.01883,1.37776,0.200339,0.0992353,0.10110390186309814,0.255189,1.44085,0.293488,0.70707,,,4.76511,0.0543262,0.061446,999,,,,,,,34.90000000000001,3.877777777777779,36,4,,,,,,,,,,,,,,,,,,,"Mitch Farris","33628",815083
"Brody Hopkins","TBR",0,1,1,4.65848,2,2,0,0,,8,36,8,5,4,1,4,,1,7,7.77794,4.15823,1.87049,1.20489,0.195191,0.104353,0.09083841741085052,0.249216,1.42929,0.289056,0.702671,,,4.78602,0.0538278,-0.0035249,999,,,,,,,25.100000000000005,3.1375000000000006,26,3.25,,,,,,,,,,,,,,,,,,,"Brody Hopkins","sa3023515",811315
"Jalen Beeks","TEX",4,3,0,3.82819,54,0,0,7,,54,232,52,25,23,6,21,,2,48,8.05562,3.4997,2.3018,0.98281,0.208047,0.0903845,0.11766267567873001,0.24677,1.34381,0.295146,0.742079,,,4.06187,0.0535186,0.0327674,999,,,,,,,245.60000000000002,4.548148148148148,247,4.574074074074074,,,,,,,,,,,,,,,,,,,"Jalen Beeks","17192",656222
"Liam Hendriks","MIN",2,2,0,4.29505,34,0,5,1,,34,148,32,18,16,5,13,,1,36,9.53129,3.53893,2.69327,1.21188,0.243887,0.0905542,0.15333279967308044,0.239097,1.32733,0.29466,0.7128,,,4.0739,0.0534898,-0.03944,746.5999755859375,,,,,,,165.90000000000003,4.879411764705884,164,4.823529411764706,,,,,,,,,,,,,,,,,,,"Liam Hendriks","3548",521230
"Alex Lange","KCR",3,3,0,3.92004,52,0,0,7,,52,227,44,24,23,5,28,,3,56,9.68884,4.88364,1.98394,0.7935,0.247003,0.124501,0.12250139564275742,0.227303,1.39552,0.295543,0.729616,,,3.94669,0.0531153,0.0689394,999,,,,,,,255.9,4.921153846153846,242,4.653846153846154,,,,,,,,,,,,,,,,,,,"Alex Lange","19883",656638
"Sean Sullivan","COL",0,1,1,5.28656,2,2,0,0,,9,38,10,6,5,2,3,,0,6,6.58697,2.63655,2.49833,1.62489,0.167719,0.0671326,0.10058655589818954,0.275441,1.4011,0.298194,0.670639,,,5.04018,0.052999,0.0398224,999,,,,,,,19.000000000000007,2.111111111111112,22,2.4444444444444446,,,,,,,,,,,,,,,,,,,"Sean Sullivan","sa3023162",807743
"Andrew Chafin","MIN",3,3,0,4.19349,54,0,0,7,,54,238,50,27,25,6,28,,2,58,9.71162,4.63189,2.09668,1.02491,0.24459,0.116656,0.12793435156345367,0.239369,1.44031,0.303569,0.728278,,,4.09151,0.052381,-0.0139118,999,,,,,,,249.8,4.625925925925926,246,4.555555555555555,,,,,,,,,,,,,,,,,,,"Andrew Chafin","12988",605177
"Sam Aldegheri","LAA",2,3,2,5.34748,6,6,0,0,,35,159,37,23,21,6,16,,2,26,6.62012,4.1599,1.59142,1.50455,0.16343,0.102695,0.06073511391878128,0.2668,1.52238,0.290792,0.686844,,,5.41876,0.0521703,-0.0899632,999,,,,,,,86.99999999999999,2.4857142857142853,95,2.7142857142857144,,,,,,,,,,,,,,,,,,,"Sam Aldegheri","26443",691951
"Félix Bautista","BAL",1,1,0,3.20824,11,0,0,1,,11,45,8,4,4,1,5,,0,15,12.3748,4.00815,3.0874,0.917574,0.336438,0.108971,0.22746650874614716,0.196488,1.15489,0.284692,0.760814,,,3.1378,0.0499686,0.0408157,999,,,,,,,67.30000000000001,6.118181818181819,61,5.545454545454546,,,,,,,,,,,,,,,,,,,"Felix Bautista","20666",642585
"Cal Quantrill","TEX",0,1,1,5.05924,2,2,0,0,,8,36,9,5,5,1,3,,0,6,6.72325,3.03485,2.21535,1.415,0.1712,0.0772791,0.09392078965902328,0.263212,1.38266,0.289547,0.668339,,,4.85968,0.0498761,-0.0125226,999,,,,,,,26.500000000000007,3.312500000000001,30,3.75,,,,,,,,,,,,,,,,,,,"Cal Quantrill","19312",615698
"Javier Assad","CHC",3,3,1,4.05641,54,2,0,7,,61,260,59,30,27,8,22,,3,51,7.50116,3.30677,2.26842,1.12439,0.194437,0.0857146,0.10872232913970947,0.249225,1.33311,0.288289,0.729238,,,4.3277,0.048702,0.181072,999,,,,,,,254.6000000000001,4.17377049180328,256,4.19672131147541,,,,,,,,,,,,,,,,,,,"Javier Assad","21741",665871
"Grant Anderson","MIL",3,3,0,4.12667,56,0,0,10,,56,240,51,28,26,8,22,,3,57,9.16276,3.5547,2.57765,1.24881,0.237763,0.0922404,0.14552264660596848,0.236652,1.30235,0.287079,0.73163,,,4.24586,0.0486036,0.0775809,999,,,,,,,262.4000000000001,4.685714285714288,255,4.553571428571429,,,,,,,,,,,,,,,,,,,"Grant Anderson","20546",681982
"Doug Nikhazy","CLE",2,2,1,4.4355,27,2,0,1,,33,146,32,18,16,5,16,,1,30,8.07264,4.26304,1.89363,1.25846,0.20377,0.107608,0.09616207331418991,0.247525,1.43744,0.28841,0.728807,,,4.68358,0.0477054,0.0545332,999,,,,,,,112.50000000000004,3.4090909090909105,113,3.4242424242424243,,,,,,,,,,,,,,,,,,,"Doug Nikhazy","30142",680951
"Matt Waldron","SDP",0,1,1,4.82953,2,2,0,0,,9,37,9,5,5,1,3,,0,7,7.10843,2.81422,2.5259,1.41927,0.182579,0.0722826,0.11029592156410217,0.26003,1.34373,0.28942,0.681801,,,4.68811,0.0470817,0.0476562,999,,,,,,,35.90000000000001,3.9888888888888903,37,4.111111111111111,,,,,,,,,,,,,,,,,,,"Matt Waldron","25550",663362
"Evan Sisk","PIT",2,3,0,3.91931,52,0,0,7,,52,226,49,25,23,5,23,,3,49,8.54461,3.96453,2.15527,0.838494,0.217985,0.101141,0.11684431880712509,0.242187,1.37421,0.298833,0.72362,,,3.94758,0.0470427,0.0466057,999,,,,,,,243.9,4.690384615384615,243,4.673076923076923,,,,,,,,,,,,,,,,,,,"Evan Sisk","24995",681895
"Ryan Brasier","TEX",2,2,0,3.98696,44,0,0,1,,44,182,41,21,19,5,13,,1,38,7.79873,2.73233,2.85425,1.08049,0.209566,0.0734226,0.13614363223314285,0.246261,1.23957,0.289933,0.714622,,,3.96509,0.046836,0.00685422,999,,,,,,,195.50000000000003,4.443181818181819,193,4.386363636363637,,,,,,,,,,,,,,,,,,,"Ryan Brasier","5615",518489
"Yaramil Hiraldo","BAL",1,1,0,4.2003,38,0,0,1,,38,160,35,19,18,6,14,,1,39,9.21123,3.21483,2.86523,1.33691,0.24338,0.0849424,0.15843714028596878,0.24118,1.28109,0.291626,0.727867,,,4.14294,0.0467237,-0.0234321,999,,,,,,,153.39999999999998,4.036842105263157,149,3.9210526315789473,,,,,,,,,,,,,,,,,,,"Yaramil Hiraldo","25215",682274
"Josh White","MIA",3,3,0,3.96071,47,0,0,1,,47,201,42,22,21,6,19,,2,47,9.08575,3.65311,2.48713,1.06913,0.236379,0.0950409,0.14133808016777039,0.23454,1.30148,0.288754,0.728342,,,4.01744,0.0460925,0.0546377,999,,,,,,,199.8,4.251063829787234,192,4.085106382978723,,,,,,,,,,,,,,,,,,,"Josh White","sa3019953",687985
"Ben Kudrna","KCR",1,1,1,4.79642,10,2,0,1,,16,73,17,9,9,2,7,,1,13,6.85678,3.93866,1.74089,1.13991,0.171393,0.098451,0.07294154167175293,0.260349,1.46915,0.294404,0.693593,,,4.70716,0.0447063,-0.019369,999,,,,,,,55.60000000000001,3.4750000000000005,60,3.75,,,,,,,,,,,,,,,,,,,"Ben Kudrna","sa3018253",695667
"Ryan Webb","CLE",0,1,1,4.6032,2,2,0,0,,9,39,9,5,4,1,4,,1,7,7.27409,3.95643,1.83855,1.22052,0.182137,0.0990657,0.08307123184204102,0.258606,1.45653,0.294902,0.714593,,,4.79714,0.044568,0.0461956,999,,,,,,,29.900000000000013,3.3222222222222237,31,3.4444444444444446,,,,,,,,,,,,,,,,,,,"Ryan Webb","sa3018280",669067
"Thomas Harrington","PIT",1,1,1,4.56984,12,2,0,1,,18,80,19,10,9,3,6,,1,14,7.05325,2.76913,2.5471,1.32116,0.181592,0.0712937,0.11029866337776184,0.260683,1.34044,0.292276,0.701985,,,4.53793,0.0444882,0.0170459,999,,,,,,,57.90000000000001,3.2166666666666672,62,3.4444444444444446,,,,,,,,,,,,,,,,,,,"Thomas Harrington","31989",802419
