Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Kyle Leahy","STL",4.5722,7.87258,1.05175,4.79328,40.791,16.112,0,0.6663,,118.685,517.697,125.023,67.37,63.21,15.1155,41.0221,1.47531,4.64995,97.1016,7.36331,3.11075,2.36705,1.14622,0.187565,0.0792397,0.10832494497299194,0.264865,1.39904,0.305461,0.681065,,,4.30895,1.23853,0.423457,742.02001953125,,,,,,,431.0999999999999,3.622689075630251,460,3.865546218487395,,,,,,,,,,,,,,,,,,,"Kyle Leahy","24763",681517
"Cristian Javier","HOU",7.547,9.46811,10.1827,4.8697,24.977,24.977,0,0,,137.448,592.965,123.094,79.08,74.37,22.8253,59.8031,0.432794,6.25206,121.693,7.96835,3.91587,2.03489,1.49459,0.205227,0.100854,0.10437297821044922,0.233616,1.33067,0.262216,0.687797,,,4.96499,1.19504,0.643303,530.7100219726562,,,,,,,457.1000000000002,3.336496350364965,432,3.153284671532847,,,,,,,,,,,,,,,,,,,"Cristian Javier","17606",664299
"Kumar Rocker","TEX",5.1673,6.68575,2.29831,4.29096,30.049,16.117,0,0.6445,,97.132,410.28,91.0313,49.41,46.31,12.7101,30.792,1.03732,4.22647,83.2738,7.71593,2.8531,2.7044,1.17768,0.202968,0.0750511,0.1279170885682106,0.242581,1.2542,0.280442,0.696086,,,4.20316,1.17686,0.997824,741.9199829101562,,,,,,,386.30000000000007,3.982474226804124,381,3.9278350515463916,,,,,,,,,,,,,,,,,,,"Kumar Rocker","31843",677958
"Kyle Freeland","COL",7.3326,11.7893,12.8338,5.60979,27.582,27.582,0,0,,158.316,700.156,190.07,106.33,98.68,26.9664,42.5967,0.629304,5.61625,112.006,6.36737,2.42155,2.62946,1.53299,0.159973,0.0608389,0.09913438931107521,0.291544,1.46964,0.31796,0.648168,,,4.8481,1.14623,-0.631987,999,,,,,,,420.1,2.658860759493671,516,3.2658227848101267,,,,,,,,,,,,,,,,,,,"Kyle Freeland","16256",607536
"Bryce Elder","ATL",5.9034,7.42231,4.9491,4.70922,23.899,18.623,0,0.6492,,108.209,466.879,111.362,60.42,56.62,14.1836,35.9694,0.912919,4.43737,85.7744,7.13406,2.99166,2.38465,1.17968,0.183719,0.0770421,0.10667642205953598,0.261123,1.36154,0.297623,0.681795,,,4.37402,1.13861,0.671719,742.0800170898438,,,,,,,394.4,3.6518518518518515,414,3.8333333333333335,,,,,,,,,,,,,,,,,,,"Bryce Elder","27779",693821
"Mick Abel","MIN",5.0548,7.6513,2.63032,4.68882,31.317,17.235,0,0.6268,,103.766,453.543,98.867,57.76,54.06,13.9269,45.6872,1.25848,5.02056,98.4641,8.54014,3.96262,2.15518,1.20793,0.2171,0.100734,0.11636576056480408,0.245428,1.39308,0.292449,0.69404,,,4.44814,1.06361,0.527045,437.3399963378906,,,,,,,387.0000000000001,3.721153846153847,385,3.701923076923077,,,,,,,,,,,,,,,,,,,"Mick Abel","27756",690953
"Devin Williams","NYM",3.47143,1.76325,0,3.12946,63.79,0,31,3.1781,,64.5927,266.143,45.9453,24.01,22.46,5.60346,27.7871,1.25983,3.29218,84.9128,11.8313,3.87171,3.05584,0.780756,0.31905,0.104407,0.21464305371046066,0.195459,1.1415,0.279091,0.754655,,,3.07719,1.06035,1.02856,61.790000915527344,,,,,,,531.6,8.178461538461539,491,7.553846153846154,,,,,,,,,,,,,,,,,,,"Devin Williams","15816",642207
"Luis Morales","ATH",6.0618,8.26562,4.66795,4.66916,25.882,19.741,0,0.6384,,113.031,485.25,106.107,62.56,58.64,18.5644,42.5013,0.948008,5.04561,103.521,8.24275,3.38413,2.43571,1.47817,0.213335,0.0875864,0.12574835121631622,0.242418,1.31476,0.277369,0.701759,,,4.70051,1.05962,0.673047,717.2999877929688,,,,,,,394.9,3.4946902654867253,386,3.415929203539823,,,,,,,,,,,,,,,,,,,"Luis Morales","32227",806960
"Jacob Latz","TEX",4.25743,5.60959,0.75371,4.3238,40.874,11.842,0,0.6445,,100.932,434.583,87.8,51.71,48.49,12.6518,46.9388,1.9272,4.14826,95.9451,8.55532,4.18548,2.04405,1.12815,0.220775,0.108009,0.11276621371507645,0.228946,1.33495,0.273366,0.709488,,,4.38196,1.05511,0.760398,727.97998046875,,,,,,,401.7000000000001,3.977227722772278,379,3.7524752475247523,,,,,,,,,,,,,,,,,,,"Jacob Latz","21306",656641
"Cody Bradford","TEX",2.89737,3.4117,0.370825,3.83673,26.318,7.681,0,0.6445,,62.7956,258.791,56.181,28.61,26.77,8.12755,15.0138,1.16454,1.90672,56.537,8.103,2.1518,3.76568,1.16486,0.218466,0.058015,0.1604507826268673,0.232277,1.13375,0.271173,0.711927,,,3.8254,1.05255,0.837445,999,,,,,,,289.20000000000005,4.590476190476191,278,4.412698412698413,,,,,,,,,,,,,,,,,,,"Cody Bradford","27597",674003
"Garrett Whitlock","BOS",2.90891,1.77937,0,3.41019,57.789,0,5,14.2429,,64.1314,263.046,55.0274,26.13,24.3,6.22105,16.6262,1.27432,2.6562,69.2053,9.71205,2.33327,4.16242,0.873043,0.263092,0.0632065,0.1998852789402008,0.225741,1.11729,0.289932,0.723238,,,3.13998,1.04627,0.76638,671.6099853515625,,,,,,,415.79999999999995,6.496874999999999,401,6.265625,,,,,,,,,,,,,,,,,,,"Garrett Whitlock","20191",676477
"Edwin Díaz","LAD",3.37912,1.39822,0,3.52983,62.125,0,36,2.9595,,64.7623,266.9,50.1069,27.27,25.4,7.43195,22.5281,0.873999,3.91069,88.0076,12.2304,3.13072,3.90658,1.03282,0.32974,0.0844064,0.2453339844942093,0.208378,1.12156,0.294267,0.728986,,,3.13384,1.04446,0.716448,33.54999923706055,,,,,,,551.9,8.49076923076923,521,8.015384615384615,,,,,,,,,,,,,,,,,,,"Edwin Diaz","14710",621242
"Andrés Muñoz","SEA",2.67468,1.72132,0,2.98058,61.379,0,34,3.3601,,62.8065,256.355,46.3414,22.2,20.8,4.86406,22.9022,1.77014,3.67639,75.6618,10.8421,3.28182,3.30369,0.697006,0.295145,0.0893378,0.20580686628818512,0.20168,1.10249,0.277904,0.753494,,,3.00211,1.04249,1.1291,41.5099983215332,,,,,,,538.1,8.541269841269841,503,7.984126984126984,,,,,,,,,,,,,,,,,,,"Andres Munoz","20373",662253
"Connelly Early","BOS",2.70911,2.89449,0.29556,3.36794,22.981,6.812,0,0.676,,53.1244,221.387,43.7941,21.32,19.88,4.6365,19.8697,0.931705,2.5249,56.9859,9.65419,3.3662,2.86798,0.785487,0.257404,0.0897511,0.16765306890010834,0.22008,1.19839,0.285053,0.74063,,,3.38901,1.03972,1.0594,269.3299865722656,,,,,,,265.30000000000007,5.005660377358492,249,4.69811320754717,,,,,,,,,,,,,,,,,,,"Connelly Early","33666",813349
"Aaron Civale","ATH",6.64797,8.36252,8.96044,4.86013,22.044,22.044,0,0,,121.182,521.67,120.494,70.04,65.44,21.384,39.4799,0.400232,5.94969,102.752,7.63123,2.93211,2.60264,1.58816,0.196968,0.0756799,0.12128768116235733,0.253012,1.32012,0.28148,0.691607,,,4.85798,1.03758,0.546535,999,,,,,,,396.10000000000014,3.2735537190082655,403,3.330578512396694,,,,,,,,,,,,,,,,,,,"Aaron Civale","19479",650644
"Griffin Jax","TBR",2.86607,1.81502,0,3.45113,62.176,0.108,16,9.9415,,62.9273,258.38,53.0256,25.86,24.13,6.95092,17.3094,1.34035,2.90593,76.4349,10.9319,2.47563,4.4158,0.994136,0.295824,0.0669921,0.22883179038763046,0.222643,1.11772,0.297681,0.733866,,,3.10555,1.01362,0.711836,157.36000061035156,,,,,,,454.3,7.211111111111111,436,6.920634920634921,,,,,,,,,,,,,,,,,,,"Griffin Jax","20253",643377
"José Berríos","TOR",5.23591,6.9056,1.08742,4.53688,35.099,17.211,0,0.6524,,116.763,497.86,113.081,62.92,58.86,18.4295,36.3661,1.80935,6.4128,97.5015,7.51534,2.80307,2.68111,1.42053,0.195841,0.0730449,0.12279616296291351,0.248485,1.27992,0.279084,0.699798,,,4.61606,1.01061,0.778711,677.489990234375,,,,,,,424.6000000000002,3.629059829059831,425,3.6324786324786325,,,,,,,,,,,,,,,,,,,"Jose Berrios","14168",621244
"Richard Fitts","STL",4.94956,8.22422,2.74065,4.63993,27.895,18.208,0,0.6663,,104.355,445.009,102.952,57.48,53.8,15.8189,32.3665,1.10531,4.02072,83.2824,7.18261,2.79142,2.57311,1.36428,0.187148,0.0727321,0.11441545933485031,0.25195,1.29672,0.281511,0.68779,,,4.55569,1.00946,0.670401,742.030029296875,,,,,,,366.99999999999994,3.5288461538461533,374,3.5961538461538463,,,,,,,,,,,,,,,,,,,"Richard Fitts","30160",690916
"Logan Allen","CLE",6.22665,9.3944,6.2796,4.79187,24.928,21.316,0,0.6803,,117.668,512.872,119.182,67.33,62.65,17.2932,46.1641,0.811808,4.53207,91.3314,6.98561,3.53092,1.97841,1.32269,0.178079,0.0900109,0.08806758373975754,0.257871,1.40519,0.288186,0.69448,,,4.78585,1.00563,0.608605,999,,,,,,,387.70000000000005,3.2855932203389835,402,3.406779661016949,,,,,,,,,,,,,,,,,,,"Logan Allen","27589",671106
"Jhoan Duran","PHI",2.70861,1.53813,0,3.22982,65.502,0,33,3.0842,,66.5425,273.289,57.2495,25.76,23.88,5.63098,18.8292,1.87385,3.51067,70.3997,9.5217,2.54668,3.73886,0.7616,0.257602,0.0688985,0.18870344012975693,0.228132,1.14331,0.295101,0.737861,,,3.12646,1.00053,0.928623,41.650001525878906,,,,,,,521.8,7.788059701492537,505,7.537313432835821,,,,,,,,,,,,,,,,,,,"Jhoan Duran","21029",661395
"Randy Vásquez","SDP",7.21513,9.91477,6.15399,4.98573,28.555,23.793,0,0.6586,,128.563,562.072,135.368,76.14,71.22,18.3892,44.4682,1.08771,6.92682,80.4084,5.62896,3.11298,1.80822,1.28733,0.143057,0.0791148,0.06394235789775848,0.265076,1.39882,0.284012,0.672953,,,4.94303,0.999439,0.392333,737.469970703125,,,,,,,393.19999999999993,3.0480620155038753,422,3.2713178294573644,,,,,,,,,,,,,,,,,,,"Randy Vasquez","24719",681190
"Brandon Sproat","MIL",3.53566,4.60743,0.610428,4.00899,23.685,11.235,0,0.621,,71.5242,303.108,63.5822,34.07,31.86,8.03225,26.8599,0.959653,3.81789,62.2739,7.83602,3.37982,2.31847,1.01071,0.205451,0.0886148,0.11683601886034012,0.233388,1.2645,0.27483,0.711796,,,4.14046,0.990757,0.954305,718.4600219726562,,,,,,,303.0000000000001,4.208333333333335,291,4.041666666666667,,,,,,,,,,,,,,,,,,,"Brandon Sproat","33850",687075
"Jose A. Ferrer","SEA",2.68457,1.83636,0,3.15957,62.805,0,3,16.186,,65.4298,268.537,57.8087,24.64,22.97,4.23556,17.0959,1.62919,2.7919,57.7413,7.94244,2.35158,3.37749,0.582609,0.215022,0.0636633,0.15135878324508667,0.232491,1.14481,0.286991,0.728739,,,3.12357,0.977988,0.924344,746.5499877929688,,,,,,,415.99999999999994,6.3999999999999995,408,6.276923076923077,,,,,,,,,,,,,,,,,,,"Jose A. Ferrer","24017",678606
"Kyle Harrison","MIL",3.25984,4.23459,0.563265,4.10262,24.003,10.065,0,0.621,,68.0492,289.101,59.8467,33.24,31.02,8.96141,25.6719,1.09867,3.44505,71.7185,9.48529,3.3953,2.79365,1.18521,0.248074,0.0887991,0.1592748612165451,0.230193,1.25672,0.283793,0.716414,,,4.02291,0.974494,0.790598,644.4299926757812,,,,,,,297.50000000000006,4.375000000000001,284,4.176470588235294,,,,,,,,,,,,,,,,,,,"Kyle Harrison","27758",690986
"Janson Junk","MIA",3.16437,5.02093,0.580206,4.50454,35.595,9.797,0,0.6387,,83.3959,356.287,86.6911,44.8,41.74,10.8083,21.7796,1.51285,2.89091,60.9751,6.58037,2.35043,2.79964,1.16642,0.17114,0.0611294,0.1100107841193676,0.261419,1.30067,0.292044,0.682144,,,4.24514,0.965979,0.38157,999,,,,,,,303.7000000000001,3.6590361445783146,323,3.891566265060241,,,,,,,,,,,,,,,,,,,"Janson Junk","23301",676083
"Patrick Sandoval","BOS",3.38551,4.02425,0.4366,3.92354,29.373,9,0,0.676,,69.687,300.317,63.897,32.83,30.38,6.45381,30.9769,1.58839,2.85256,63.6445,8.21962,4.00063,2.05458,0.833502,0.211924,0.103147,0.10877688229084015,0.239774,1.36143,0.292496,0.722797,,,3.96885,0.963351,0.851698,999,,,,,,,307.79999999999995,4.397142857142857,302,4.314285714285714,,,,,,,,,,,,,,,,,,,"Patrick Sandoval","19447",663776
"Abner Uribe","MIL",3.29485,1.76076,0,3.00976,64.667,0,17,6.8784,,66.7727,278.831,49.3993,23.88,22.33,4.04621,31.3946,1.63161,3.93249,74.0068,9.97506,4.23154,2.35731,0.545371,0.265418,0.112593,0.1528242826461792,0.202868,1.20998,0.274117,0.757547,,,3.29341,0.954934,1.13758,159.88999938964844,,,,,,,475.19999999999993,7.0925373134328344,439,6.552238805970149,,,,,,,,,,,,,,,,,,,"Abner Uribe","25327",682842
"David Festa","MIN",2.63552,3.81307,0.483213,4.14137,20.081,8.707,1,0.6268,,56.6552,240.029,50.8436,27.91,26.07,7.14684,20.2335,0.792533,2.52397,59.2823,9.41732,3.21421,2.9299,1.13532,0.246979,0.0842961,0.1626831516623497,0.234009,1.25456,0.289685,0.706829,,,3.88735,0.950613,0.640622,999,,,,,,,261.0999999999999,4.580701754385963,252,4.421052631578948,,,,,,,,,,,,,,,,,,,"David Festa","30056",701581
"J.T. Ginn","ATH",2.92513,3.84788,0.445206,3.97494,26.469,8.485,0,0.6384,,65.0047,275.071,59.3835,30.81,28.71,7.61993,22.0931,1.33438,3.8582,62.8109,8.69626,3.05882,2.84301,1.05499,0.228344,0.0803178,0.14802665263414383,0.238374,1.2534,0.289686,0.715542,,,3.92417,0.923687,0.752249,746.1799926757812,,,,,,,281.20000000000005,4.326153846153847,273,4.2,,,,,,,,,,,,,,,,,,,"J.T. Ginn","27889",669372
"Alex Vesia","LAD",3.47004,1.38285,0,3.38956,60.95,0,2,17.9778,,60.6716,248.782,43.4412,24.51,22.85,7.50057,23.5688,1.52417,2.79747,76.9887,11.4205,3.49618,3.26655,1.11263,0.309463,0.0947367,0.21472588181495667,0.195315,1.10447,0.260578,0.75209,,,3.50811,0.915027,0.70729,741.8300170898438,,,,,,,396.2000000000001,6.495081967213117,356,5.836065573770492,,,,,,,,,,,,,,,,,,,"Alex Vesia","25007",681911
"Sean Burke","CHW",7.01511,10.6813,10.7515,5.08024,25.871,25.871,0,0,,142.824,622.207,137.058,86.39,80.62,25.4814,60.1175,0.401844,6.29534,132.733,8.36414,3.78828,2.2079,1.6057,0.213327,0.0966198,0.11670678108930588,0.246598,1.38055,0.280639,0.685971,,,4.99077,0.901768,0.334656,999,,,,,,,462.50000000000006,3.2342657342657346,458,3.202797202797203,,,,,,,,,,,,,,,,,,,"Sean Burke","29878",680732
"David Bednar","NYY",3.21481,1.60632,0,3.4598,59.688,0,32,1.5548,,60.5844,248.55,48.1969,24.87,23.29,6.79153,19.2724,1.52227,2.52036,71.0326,10.5521,2.86297,3.68572,1.0089,0.285788,0.0775393,0.20824915170669556,0.212549,1.11364,0.278014,0.734962,,,3.32665,0.893729,0.707359,63.45000076293945,,,,,,,484.50000000000006,7.942622950819673,458,7.508196721311475,,,,,,,,,,,,,,,,,,,"David Bednar","19569",670280
"Matt Svanson","STL",2.62431,1.74515,0,3.40001,57.956,0,5,13.3744,,64.694,269.935,55.444,26.11,24.44,4.74141,21.9625,1.7488,3.3861,63.3926,8.81895,3.05534,2.8864,0.659607,0.234844,0.0813622,0.15348204225301743,0.226685,1.1965,0.287345,0.724849,,,3.3036,0.891439,0.820714,658.27001953125,,,,,,,404.5,6.223076923076923,388,5.969230769230769,,,,,,,,,,,,,,,,,,,"Matt Svanson","29629",694335
"Ryan Weiss","HOU",3.12128,4.16096,0.567433,4.32027,29.603,8.981,0,0,,73.7871,316.337,66.3653,37.88,35.42,10.3213,29.1683,1.21098,3.80385,81.1653,9.89993,3.55773,2.78265,1.25891,0.256578,0.0922064,0.16437191516160965,0.234204,1.29472,0.292081,0.711037,,,4.09414,0.889096,0.572875,999,,,,,,,316,4.27027027027027,303,4.094594594594595,,,,,,,,,,,,,,,,,,,"Ryan Weiss","sa3007778",680802
"Ben Brown","CHC",1.64167,1.78402,0,3.58785,33.394,2.548,0,4.8063,,52.7782,219.564,43.9144,22.56,21.04,5.67449,18.2941,1.40633,2.12662,58.6691,10.0045,3.1196,3.20699,0.967642,0.267207,0.0833202,0.18388719111680984,0.220517,1.17868,0.28368,0.730657,,,3.47036,0.882789,0.659931,732.969970703125,,,,,,,282,5.320754716981132,265,5,,,,,,,,,,,,,,,,,,,"Ben Brown","23590",676962
"Spencer Arrighetti","HOU",4.34386,6.33227,2.26882,4.81186,25.17,14.687,0,0.6558,,90.3392,393.691,84.2326,51.52,48.3,13.4835,39.6443,1.02178,5.02664,89.9603,8.96225,3.94955,2.26919,1.34328,0.228505,0.100699,0.12780582904815674,0.241341,1.37124,0.288095,0.689113,,,4.56727,0.882559,0.299623,682.47998046875,,,,,,,336.70000000000005,3.7411111111111115,330,3.6666666666666665,,,,,,,,,,,,,,,,,,,"Spencer Arrighetti","29921",681293
"Bryan Abreu","HOU",2.99285,1.89451,0,3.64975,64.89,0,10,12.5386,,67.4676,284.189,53.0976,29.28,27.36,7.20724,28.722,0.85999,4.09992,86.8832,11.59,3.83144,3.02497,0.961427,0.305723,0.101067,0.20465664565563202,0.211235,1.21272,0.291781,0.732469,,,3.40776,0.875582,0.617313,191.89999389648438,,,,,,,448.8999999999999,6.699999999999998,421,6.2835820895522385,,,,,,,,,,,,,,,,,,,"Bryan Abreu","16609",650556
"Jeremiah Estrada","SDP",2.90954,1.865,0,3.54027,65.255,0,3,15.0873,,66.6305,278.587,50.6521,28.2,26.21,8.35351,27.7788,1.9465,2.90045,88.7078,11.9821,3.75218,3.19336,1.12834,0.318421,0.0997135,0.21870765089988708,0.204319,1.1771,0.280409,0.752681,,,3.48359,0.865616,0.720872,606.7899780273438,,,,,,,424.79999999999995,6.340298507462686,391,5.835820895522388,,,,,,,,,,,,,,,,,,,"Jeremiah Estrada","22210",669093
"Davis Martin","CHW",7.2078,11.2103,11.8552,5.24996,26.639,26.639,0,0,,151.047,663.333,160.18,94.24,88.11,24.5988,54.68,0.516635,7.80037,110.196,6.56592,3.25806,2.01528,1.4657,0.166124,0.0824323,0.08369218558073044,0.266588,1.42247,0.290911,0.668545,,,5.03411,0.861324,0.056916,999,,,,,,,424.9000000000001,2.8139072847682125,461,3.052980132450331,,,,,,,,,,,,,,,,,,,"Davis Martin","21448",663436
"Orion Kerkering","PHI",2.59218,1.57124,0,3.50123,62.852,0.08,2,12.7283,,63.1578,262.707,54.5459,26.34,24.57,5.46103,19.6634,1.29673,3.54581,63.0907,8.99044,2.80204,3.20853,0.778199,0.240156,0.0748492,0.16530657559633255,0.227751,1.17498,0.287136,0.719149,,,3.36377,0.860088,0.711772,999,,,,,,,377.70000000000005,5.995238095238096,366,5.809523809523809,,,,,,,,,,,,,,,,,,,"Orion Kerkering","31776",689147
"Drew Anderson","DET",1.80507,2.27735,0,3.72374,41.335,2.942,0,9.1171,,64.6769,276.206,48.2417,28.68,26.76,7.63398,33.7928,1.73103,3.98935,87.1938,12.1333,4.70238,2.58025,1.06229,0.315684,0.122346,0.19333745539188385,0.202336,1.26837,0.282791,0.747818,,,3.72578,0.847632,0.694287,999,,,,,,,353.8,5.443076923076923,317,4.876923076923077,,,,,,,,,,,,,,,,,,,"Drew Anderson","15130",623454
"Gabe Speier","SEA",2.57104,1.8354,0,3.40991,60.835,0,1,11.7292,,57.9605,237.636,47.3746,23.61,21.96,6.4914,16.9162,1.55913,2.54641,68.7054,10.6685,2.62672,4.06152,1.00797,0.289121,0.0711854,0.21793527156114578,0.217142,1.10922,0.285944,0.736933,,,3.2277,0.839363,0.648521,746.3800048828125,,,,,,,364.20000000000005,6.279310344827587,343,5.913793103448276,,,,,,,,,,,,,,,,,,,"Gabe Speier","17170",642100
"Miles Mikolas","WSN",6.58342,11.1683,11.152,5.14978,25.714,25.714,0,0,,144.443,621.76,158.919,88.48,82.65,26.0938,33.5286,0.478611,4.71961,87.5175,5.45307,2.08911,2.61024,1.62586,0.140758,0.0539253,0.0868324376642704,0.272349,1.33234,0.282666,0.666816,,,5.0662,0.839261,0.206208,999,,,,,,,391.4000000000002,2.718055555555557,441,3.0625,,,,,,,,,,,,,,,,,,,"Miles Mikolas","9803",571945
"Johan Oviedo","BOS",4.76128,6.43492,0.869635,4.47046,37.415,14.401,0,0.676,,100.238,434.928,90.3047,53.32,49.79,13.0943,45.6427,1.59864,6.30904,91.7488,8.23778,4.09809,2.01015,1.17568,0.210952,0.104943,0.10600864887237549,0.235797,1.35625,0.277602,0.702521,,,4.55758,0.829962,0.677763,570.280029296875,,,,,,,378.1,3.781,363,3.63,,,,,,,,,,,,,,,,,,,"Johan Oviedo","22487",670912
"José Urquidy","PIT",4.17894,6.27086,2.20127,4.916,24.791,14.122,0,0.6584,,86.961,375.212,88.9817,50.54,47.5,13.2311,27.3771,0.882466,3.32626,63.6609,6.58856,2.83339,2.32533,1.36935,0.169666,0.0729644,0.09670181572437286,0.258285,1.33806,0.283056,0.672751,,,4.70817,0.82641,0.201471,999,,,,,,,294.5000000000001,3.385057471264369,308,3.5402298850574714,,,,,,,,,,,,,,,,,,,"Jose Urquidy","18413",664353
"Patrick Corbin",,5.64909,8.44987,5.80204,5.25218,20.683,17.914,0,0,,99.7986,437.489,108.853,62.49,58.24,15.9791,34.7404,0.677106,2.99073,82.2363,7.4162,3.13295,2.36716,1.44102,0.187973,0.0794087,0.10856465995311737,0.272296,1.43883,0.307994,0.669044,,,4.70278,0.812299,0.0204172,999,,,,,,,309.80000000000007,3.0980000000000008,342,3.42,,,,,,,,,,,,,,,,,,,"Patrick Corbin","9323",571578
"Matt Strahm","KCR",2.63283,1.84111,0,3.76184,60.925,0.121,2,16.6661,,62.9214,261.02,52.8032,28.18,26.3,7.81553,18.8185,1.10909,2.88205,68.9963,9.86893,2.69172,3.66641,1.1179,0.264334,0.0720961,0.19223756343126297,0.220639,1.13827,0.276835,0.715915,,,3.59143,0.805916,0.504884,732.5800170898438,,,,,,,380.00000000000006,6.0317460317460325,361,5.73015873015873,,,,,,,,,,,,,,,,,,,"Matt Strahm","13799",621381
"Rhett Lowder","CIN",3.13365,5.38983,0.8219,4.66517,25.991,11.871,0,0.6509,,78.6531,338.282,79.6847,43.53,40.77,11.0165,25.111,1.06365,3.46267,65.1624,7.45631,2.87336,2.59498,1.26058,0.192628,0.0742308,0.11839671432971954,0.25729,1.33238,0.294045,0.685509,,,4.38888,0.804757,0.367765,571.760009765625,,,,,,,291.3,3.687341772151899,302,3.8227848101265822,,,,,,,,,,,,,,,,,,,"Rhett Lowder","33876",695076
"Andrew Alvarez","WSN",2.74202,5.06423,0.670718,4.18284,25.748,10.655,0,0.6515,,72.2523,311.434,70.6429,36.04,33.58,7.07444,27.7843,1.10296,3.02511,54.8504,6.83236,3.46091,1.97415,0.881218,0.176122,0.0892138,0.08690791577100754,0.251734,1.36227,0.290665,0.704757,,,4.16895,0.80199,0.731557,999,,,,,,,283.1,3.931944444444445,290,4.027777777777778,,,,,,,,,,,,,,,,,,,"Andrew Alvarez","29914",674841
"Adrian Morejon","SDP",2.80208,1.80653,0,3.5405,63.095,0,3,13.4797,,65.0755,269.096,57.4721,27.57,25.6,6.39593,18.9754,1.50506,1.91637,62.1568,8.59634,2.62432,3.27564,0.884563,0.230984,0.0705156,0.16046836227178574,0.231552,1.17475,0.284308,0.724184,,,3.46566,0.796531,0.612785,727.6599731445312,,,,,,,387.00000000000006,5.953846153846155,375,5.769230769230769,,,,,,,,,,,,,,,,,,,"Adrian Morejon","20039",670970
"Griffin Canning","SDP",5.01067,6.9789,2.53692,4.64666,25.567,17.039,0,0.6586,,99.478,429.768,95.7858,55.02,51.36,15.5758,39.0331,1.16238,3.70141,86.6626,7.84057,3.53141,2.22024,1.40917,0.20165,0.0908236,0.11082635819911957,0.247487,1.35526,0.281641,0.706104,,,4.71702,0.785895,0.568951,999,,,,,,,335.19999999999993,3.385858585858585,336,3.393939393939394,,,,,,,,,,,,,,,,,,,"Griffin Canning","19867",656288
"Lance McCullers Jr.","HOU",4.65551,6.5074,2.32408,4.57191,22.985,15.908,0,0.6558,,87.6199,383.119,81.0788,47.62,44.51,11.0793,42.3121,0.766029,5.45386,82.2522,8.44865,4.34614,1.94394,1.13803,0.214691,0.110441,0.1042499914765358,0.241772,1.40825,0.289228,0.702364,,,4.53693,0.781646,0.607618,999,,,,,,,332.30000000000007,3.7761363636363643,324,3.6818181818181817,,,,,,,,,,,,,,,,,,,"Lance McCullers Jr.","14120",621121
"A.J. Minter","NYM",2.5673,1.40018,0,3.36997,47.582,0,1,13.7055,,47.9648,195.947,38.072,19.3,17.96,4.80971,15.2612,0.93367,1.58675,53.8165,10.098,2.86357,3.52637,0.902483,0.274649,0.0778842,0.19676438719034195,0.212575,1.11192,0.276098,0.730332,,,3.24849,0.769217,0.626379,999,,,,,,,312.90000000000003,6.518750000000001,293,6.104166666666667,,,,,,,,,,,,,,,,,,,"A.J. Minter","18655",621345
"Matt Brash","SEA",2.4852,1.89586,0,3.5309,59.654,0.07,4,12.3263,,60.7154,257.643,49.8818,25.51,23.82,4.97748,27.3306,1.40233,3.18959,69.8907,10.3601,4.05128,2.55724,0.737824,0.27127,0.106079,0.16519033908843994,0.219625,1.27171,0.294929,0.736041,,,3.40667,0.766252,0.603697,737.0800170898438,,,,,,,377.9000000000001,6.195081967213116,358,5.868852459016393,,,,,,,,,,,,,,,,,,,"Matt Brash","25756",666374
"Aaron Bummer","ATL",2.20263,1.48947,0,3.79088,57.115,0.128,0,12.1178,,60.73,259.108,56.6896,27.49,25.58,3.55664,23.0062,1.52963,3.54175,59.0989,8.75827,3.40945,2.56882,0.527084,0.228086,0.08879,0.1392957791686058,0.243763,1.3123,0.312723,0.698719,,,3.26164,0.763268,0.500393,999,,,,,,,339.0000000000001,5.55737704918033,338,5.540983606557377,,,,,,,,,,,,,,,,,,,"Aaron Bummer","16258",607481
"Daniel Palencia","CHC",2.76703,1.77951,0,3.60938,61.936,0,29,4.4587,,64.2326,270.081,50.8666,27.48,25.76,6.34132,27.4709,1.33546,3.596,73.7498,10.3335,3.84911,2.68465,0.888519,0.273065,0.101714,0.1713515743613243,0.212818,1.21959,0.280169,0.732188,,,3.57321,0.754225,0.6623,108.27999877929688,,,,,,,483.19999999999993,7.549999999999999,458,7.15625,,,,,,,,,,,,,,,,,,,"Daniel Palencia","27914",694037
"Trevor McDonald","SFG",2.40575,3.48439,0.467439,4.07005,18.862,8.019,0,0.6515,,56.1,239.332,53.617,27.22,25.37,6.22345,19.19,0.988324,3.32207,48.3069,7.74976,3.07861,2.5173,0.998414,0.201841,0.0801815,0.12165912985801697,0.247289,1.29781,0.292032,0.71125,,,4.05897,0.744375,0.671014,746.5999755859375,,,,,,,234.20000000000002,4.182142857142858,236,4.214285714285714,,,,,,,,,,,,,,,,,,,"Trevor McDonald","26448",686790
