Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Aaron Judge","NYY",144.996,637.347,517.614,148.824,75.2814,24.1331,0.753332,48.6561,104.873,117.733,108.346,18.2097,158.966,5.97918,4.28277,0.51613,9.03246,8.03968,2.87631,0.287519,0.169995,0.249418,0.681569,0.413612,0.619056,0.426552,1.03267,0.331537,3.48951,0.318727,,-0.70147,134.038,58.7305,179.508,-0.70147,-2.34,59.02359312772751,-9.344637632369995,7.32715,1.909999966621399,,,,,,,1201.1,8.283448275,1201.1,8.283448275,,,,,,,,,,,,,,,,,,,"Aaron Judge","15640",592450
"Cal Raleigh","SEA",149.952,623.665,538.694,126.29,59.1415,23.0082,0.479728,43.6603,87.5315,110.992,73.566,6.88476,170.617,6.20576,4.39833,0.506308,6.43188,7.76472,2.29567,0.234437,0.117958,0.273572,0.431175,0.330829,0.522075,0.35926,0.852904,0.287638,3.50256,0.251295,,-0.258781,97.0869,23.3961,138.556,-0.258781,14.95,28.08218404650688,21.703317642211914,7.28987,18.010000228881836,,,,,,,896.5,5.976666666,896.5,5.976666666,,,,,,,,,,,,,,,,,,,"Cal Raleigh","21534",663728
"Shohei Ohtani","LAD",149.107,662.837,562.267,159.876,80.6607,26.5666,5.61404,47.0348,122.549,116.361,90.0043,13.5094,156.435,4.78495,3.6496,0.744645,8.53992,23.3367,10.6602,0.284342,0.135786,0.236008,0.575346,0.385444,0.602517,0.410247,0.987961,0.318175,6.23898,0.311332,,-0.767291,130.624,52.3046,167.126,-0.767291,0,51.96713745594025,-14.075693130493164,6.13304,1.2200000286102295,,,,,,,1186.2,7.961073825,1186.2,7.961073825,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Juan Soto","NYM",154.655,677.748,546.819,145.85,83.0591,24.817,0.636232,37.3381,106.829,97.0752,121.824,8.88664,120.757,4.1548,3.86416,1.08581,13.8189,17.3499,5.70641,0.266725,0.179749,0.178175,1.00884,0.401721,0.519284,0.393153,0.921005,0.252559,4.05754,0.276403,,-0.188235,124.156,44.0753,158.209,-0.188235,-2.99,46.569146171212196,-10.34478211402893,6.01323,4.619999885559082,,,,,,,1090.1,7.032903225,1090.1,7.032903225,,,,,,,,,,,,,,,,,,,"Juan Soto","20123",665742
"Bobby Witt Jr.","KCR",151.337,659.888,599.198,170.68,101.273,36.2206,6.08098,27.1058,100.219,90.9905,47.69,5.00029,113.716,6.40007,5.73914,0.860454,6.88928,34.9171,9.94819,0.284848,0.0722699,0.172327,0.419378,0.341064,0.501304,0.357342,0.842367,0.216456,7.10939,0.309351,,1.91683,101.698,23.7275,127.687,1.91683,3.65,23.450276851654053,10.65634298324585,5.81328,3.0199999809265137,,,,,,,951.5,6.301324503,951.5,6.301324503,,,,,,,,,,,,,,,,,,,"Bobby Witt Jr.","25764",677951
"Julio Rodríguez","SEA",151.447,658.92,597.462,165.306,103.629,28.1539,3.8565,29.6659,96.0736,90.5401,47.826,3.63808,147.766,9.22694,3.8521,0.553187,11.1842,25.2197,7.13943,0.27668,0.0725823,0.224254,0.323661,0.337743,0.485671,0.351995,0.823414,0.208992,6.09822,0.319994,,1.08346,98.6884,20.832,133.551,1.08346,0.52,27.139847993850708,2.6663577556610107,5.36989,9.630000114440918,,,,,,,911.9,6.039072847,911.9,6.039072847,,,,,,,,,,,,,,,,,,,"Julio Rodriguez","23697",677594
"Gunnar Henderson","BAL",152.604,659.23,582.612,156.75,92.6665,33.1572,3.84902,27.0776,96.687,82.8374,65.0282,3.18401,141.873,5.70316,5.3545,0.532141,11.9891,20.3252,5.22137,0.269047,0.0986426,0.21521,0.458355,0.34535,0.4786,0.353051,0.823951,0.209553,5.85038,0.30947,,0.869122,99.3003,21.4072,129.192,0.869122,-1.33,23.550629258155823,5.735000014305115,5.31772,12.180000305175781,,,,,,,905.5,5.918300653,905.5,5.918300653,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"José Ramírez","CLE",150.737,649.396,576.858,159.787,93.8561,33.4813,3.14058,29.309,94.2425,89.8499,61.251,14.9384,74.0962,4.48315,5.89929,0.71063,7.0547,32.7787,10.4871,0.276995,0.09432,0.1141,0.826642,0.347763,0.498349,0.354647,0.846111,0.221353,5.92086,0.272196,,1.30616,98.6605,21.9294,130.032,1.30616,0.6,24.29202091693878,1.1995329856872559,4.89491,5.730000019073486,,,,,,,934.1,6.186092715,934.1,6.186092715,,,,,,,,,,,,,,,,,,,"Jose Ramirez","13510",608070
"Corey Seager","TEX",123.629,528.903,456.46,125.994,74.3656,23.643,0.774385,27.211,70.4517,82.8082,59.1039,8.46895,97.6268,4.63157,4.30346,0.487609,10.3522,1.81909,0.712345,0.276024,0.111748,0.184584,0.605406,0.361735,0.510054,0.368671,0.871789,0.234029,2.64326,0.294062,,-0.783688,86.3766,23.8826,139.913,-0.783688,-0.09,24.097062349319458,3.9848009645938873,4.73562,96.56999969482422,,,,,,,771.7,6.223387096,771.7,6.223387096,,,,,,,,,,,,,,,,,,,"Corey Seager","13624",608369
"Francisco Lindor","NYM",139.946,617.509,544.457,141.262,86.2761,26.6967,1.58432,26.7045,86.5747,78.8999,52.6096,1.05906,115.225,9.4794,4.48747,0.681813,9.24676,21.9151,6.14603,0.259454,0.0851966,0.186597,0.456581,0.332798,0.461452,0.342579,0.794249,0.201997,5.51368,0.281457,,0.893654,87.7653,14.8018,123.564,0.893654,1.02,18.139227032661438,7.019056797027588,4.67598,26.979999542236328,,,,,,,800.1,5.715,800.1,5.715,,,,,,,,,,,,,,,,,,,"Francisco Lindor","12916",596019
"Kyle Tucker","LAD",142.723,619.856,527.468,143.886,83.2543,28.9933,2.05594,29.5825,96.39,88.1564,81.4891,5.82489,87.3476,3.54391,5.09866,0.825556,8.8923,18.5802,5.49415,0.272786,0.131465,0.140916,0.932928,0.370659,0.5038,0.372965,0.874459,0.231014,5.08537,0.275008,,0.39357,103.392,30.1508,141.588,0.39357,0.35,30.946269810199738,-6.257546812295914,4.63593,13.220000267028809,,,,,,,934,6.531468531,934,6.531468531,,,,,,,,,,,,,,,,,,,"Kyle Tucker","18345",663656
"William Contreras","MIL",143.818,599.362,522.648,138.437,92.641,25.9112,0.98535,18.8997,71.748,76.2022,66.9977,2.71289,117.372,4.62814,4.12381,0.964458,14.97,5.93774,1.75588,0.264877,0.111782,0.195828,0.570815,0.351043,0.426708,0.339187,0.777751,0.161832,3.47159,0.306114,,-0.598042,83.5355,12.7163,118.694,-0.598042,5.49,12.681238651275635,12.620455741882324,4.62889,54.90999984741211,,,,,,,731.3,5.078472222,731.3,5.078472222,,,,,,,,,,,,,,,,,,,"William Contreras","20503",661388
"Ketel Marte","ARI",140.134,612.626,534.299,146.243,85.6609,29.4931,2.65103,28.4383,85.1795,93.1761,66.4588,4.39078,101.395,6.29436,4.25236,0.633404,12.6325,4.81662,1.79633,0.273711,0.108482,0.165508,0.655447,0.358245,0.498511,0.365978,0.856756,0.2248,3.90746,0.288231,,-0.789116,98.7102,26.3237,135.308,-0.789116,-0.25,24.84750521183014,-0.1787068322300911,4.60928,32.29999923706055,,,,,,,867.9,6.199285714,867.9,6.199285714,,,,,,,,,,,,,,,,,,,"Ketel Marte","13613",606466
"Corbin Carroll","ARI",137.868,601.349,523.021,135.939,74.3121,27.7515,9.35522,24.52,97.3152,74.9912,63.0511,2.58619,127.926,7.911,3.91158,3.45483,7.28151,33.4612,7.11661,0.259911,0.104849,0.212733,0.49287,0.346049,0.489389,0.357161,0.835439,0.229478,8.25503,0.297525,,2.83588,92.5883,21.5343,129.268,2.83588,7.11,23.69572114944458,0.9163417816162109,4.56509,15.199999809265137,,,,,,,862.2,6.247826086,862.2,6.247826086,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
"Yordan Alvarez","HOU",129.395,553.109,470.781,139.467,79.6173,28.7709,1.03016,30.0484,82.141,87.7834,68.8592,8.91339,90.2265,7.71681,5.2252,0.526721,9.31525,3.64746,1.19879,0.296245,0.124495,0.163126,0.763182,0.390969,0.553215,0.39758,0.944185,0.25697,3.18429,0.307587,,-0.733729,103.312,37.958,158.997,-0.733729,-0.44,37.726887941360474,-12.221334874629974,4.55727,33.290000915527344,,,,,,,915,7.093023255,915,7.093023255,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Fernando Tatis Jr.","SDP",148.376,645.778,564.313,150.342,92.7406,26.9142,3.3223,27.3654,95.803,82.3783,70.1119,3.07942,129.097,6.20129,4.1985,0.953049,12.5258,23.7853,6.57351,0.266417,0.10857,0.199909,0.543095,0.351499,0.471365,0.354313,0.822864,0.204948,5.94678,0.298452,,0.969389,97.9356,21.632,132.04,0.969389,4.32,25.491919100284576,-2.740072250366211,4.526,14.199999809265137,,,,,,,879.2,5.94054054,879.2,5.94054054,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"Ronald Acuña Jr.","ATL",143.728,629.471,533.206,146.789,91.6254,25.0067,2.03265,28.1245,99.8041,81.6768,83.4159,3.41511,135.879,8.47276,3.82705,0.549514,12.256,28.0775,7.71474,0.275296,0.132517,0.215862,0.613899,0.379503,0.488057,0.374286,0.86756,0.212761,5.57624,0.318111,,1.26723,105.67,31.2933,141.512,1.26723,-2.8,32.23745942115784,-10.217264890670776,4.39564,5.730000019073486,,,,,,,941.1,6.535416666,941.1,6.535416666,,,,,,,,,,,,,,,,,,,"Ronald Acuna Jr.","18401",660670
"Mookie Betts","LAD",142.461,621.35,544.389,145.893,91.1263,30.0723,2.31673,22.3777,85.5035,79.578,63.5327,1.26133,71.0728,5.80125,5.92835,0.709285,8.97191,8.81761,2.72306,0.267994,0.102249,0.114385,0.893909,0.347336,0.455064,0.346984,0.802399,0.18707,4.38298,0.270353,,-0.402597,90.5338,17.1165,123.79,-0.402597,-1.65,17.11683741211891,4.945416569709778,4.3723,58.119998931884766,,,,,,,797.5,5.616197183,797.5,5.616197183,,,,,,,,,,,,,,,,,,,"Mookie Betts","13611",605141
"Junior Caminero","TBR",149.183,636.744,584.979,158.821,95.4123,25.4668,1.30684,36.6348,83.3797,106.171,41.3564,2.20251,121.836,4.64157,5.1822,0.584777,13.3252,5.40461,1.41831,0.271498,0.0649499,0.191342,0.339443,0.321961,0.507378,0.352093,0.829339,0.23588,3.47222,0.283041,,-0.418903,95.418,20.1818,126.205,-0.418903,-0.39,19.24771350622177,1.3305965662002563,4.34767,16.729999542236328,,,,,,,876.1,5.879865771,876.1,5.879865771,,,,,,,,,,,,,,,,,,,"Junior Caminero","28163",691406
"Willy Adames","SFG",151.8,649.348,568.155,134.824,75.7391,26.6181,1.27578,31.1906,86.7051,87.5745,68.8936,1.63534,169.327,3.79679,5.06354,0.501722,7.81639,11.2968,3.06553,0.237301,0.106097,0.260764,0.406868,0.321274,0.453336,0.333672,0.77461,0.216035,4.32621,0.278059,,0.0348847,87.595,10.8695,116.555,0.0348847,0.76,12.775531105697155,7.787777662277222,4.31424,129.44000244140625,,,,,,,794.9,5.229605263,794.9,5.229605263,,,,,,,,,,,,,,,,,,,"Willy Adames","15986",642715
"Vladimir Guerrero Jr.","TOR",152.911,662.465,577.56,168.703,109.337,31.751,0.543202,27.0715,92.1266,91.8911,72.8415,7.00161,88.555,7.13055,4.30931,0.623938,16.5618,5.9368,2.24489,0.292096,0.109955,0.133675,0.822557,0.375732,0.489568,0.370966,0.8653,0.197472,3.18426,0.303772,,-0.935498,109.423,31.1481,140.692,-0.935498,-0.37,30.836790919303894,-12.3633052110672,4.22289,18.1200008392334,,,,,,,966.5,6.316993464,966.5,6.316993464,,,,,,,,,,,,,,,,,,,"Vladimir Guerrero Jr.","19611",665489
"Trea Turner","PHI",143.424,627.811,572.492,162.844,110.996,28.9805,4.12879,18.7385,85.5693,75.6172,39.0066,0.322751,114.107,5.31399,4.1784,0.776876,11.6501,24.5295,6.19347,0.284447,0.0621312,0.181754,0.341842,0.333602,0.447687,0.33759,0.781289,0.16324,6.15845,0.324689,,1.34635,86.687,12.5062,115.235,1.34635,-0.43,12.682484865188599,6.209999859333038,4.06998,26.100000381469727,,,,,,,789,5.517482517,789,5.517482517,,,,,,,,,,,,,,,,,,,"Trea Turner","16252",607208
"Wyatt Langford","TEX",142.436,612.86,532.095,133.113,79.2376,28.1928,2.29858,23.3843,84.5891,72.4405,70.2183,2.63302,143.883,6.28407,3.71575,0.547314,8.04929,19.8696,5.46701,0.250168,0.114575,0.234773,0.488024,0.342334,0.443636,0.340791,0.78597,0.193467,5.50102,0.297737,,0.724321,86.2151,13.801,120.707,0.724321,5.45,15.68187141418457,2.2962236404418945,3.99753,41.470001220703125,,,,,,,773.6,5.447887323,773.6,5.447887323,,,,,,,,,,,,,,,,,,,"Wyatt Langford","33333",694671
"Will Smith","LAD",123.365,496.776,423.425,110.248,67.3648,20.9309,1.56941,20.3824,68.3552,66.8311,56.7623,2.28076,92.9147,9.12734,5.85702,0.468047,7.69651,3.03045,0.956097,0.260371,0.114261,0.187035,0.610908,0.35571,0.461627,0.352871,0.817337,0.201256,3.62842,0.284397,,-0.650094,74.757,16.059,127.822,-0.650094,-2.55,15.731074750423431,6.38312554359436,3.95357,99.95999908447266,,,,,,,654.2,5.318699186,654.2,5.318699186,,,,,,,,,,,,,,,,,,,"Will Smith","19197",669257
"Matt Chapman","SFG",145.437,612.822,532.066,126.877,70.8504,26.7499,2.87404,26.4031,83.7575,76.5418,68.9372,1.05977,152.982,6.63941,4.6493,0.529768,8.62311,8.91818,2.16191,0.238462,0.112491,0.249636,0.450622,0.330649,0.448412,0.337167,0.779061,0.20995,5.03291,0.281181,,-0.0613727,84.4064,11.9968,118.948,-0.0613727,1.2,13.701298799365759,3.4443979263305664,3.84024,163.75,,,,,,,758.5,5.231034482,758.5,5.231034482,,,,,,,,,,,,,,,,,,,"Matt Chapman","16505",656305
"Elly De La Cruz","CIN",148.623,640.148,574.213,148.211,90.5832,29.8274,4.87635,22.9236,93.7227,71.7368,57.1606,4.96473,178.466,3.29218,3.94486,1.53713,8.94185,39.5057,10.4979,0.258111,0.0892928,0.278789,0.320288,0.326746,0.446805,0.33169,0.773551,0.188695,7.34346,0.332531,,2.63776,85.3239,9.6855,107.924,2.63776,0.56,8.649483680725098,7.201781332492828,3.80082,8.529999732971191,,,,,,,814.5,5.466442953,814.5,5.466442953,,,,,,,,,,,,,,,,,,,"Elly De La Cruz","26668",682829
"Adley Rutschman","BAL",137.625,559.338,488.874,122.521,79.404,25.5033,0.93501,16.6788,65.3448,63.4531,61.0217,1.8393,88.967,3.82489,4.99255,0.625169,10.9394,1.0435,0.389051,0.250619,0.109096,0.159058,0.685891,0.335356,0.408961,0.325288,0.744317,0.158343,2.47128,0.272634,,-0.890776,71.6452,5.5551,110.067,-0.890776,5.56,5.7455631494522095,11.492112159729004,3.7333,150.61000061035156,,,,,,,637.6,4.620289855,637.6,4.620289855,,,,,,,,,,,,,,,,,,,"Adley Rutschman","26288",668939
"Alejandro Kirk","TOR",122.239,483.834,428.089,112.586,79.1821,20.0908,0.293241,13.0197,55.2259,55.143,46.0027,1.62171,58.3462,4.54238,4.63364,0.566126,12.1792,0.423311,0.114985,0.262996,0.0950795,0.120591,0.788443,0.337558,0.402538,0.323855,0.740096,0.139542,1.71994,0.275534,,-0.808136,61.4113,4.24256,108.239,-0.808136,7.31,3.8902966380119324,15.860065937042236,3.7245,156.39999389648438,,,,,,,538,4.409836065,538,4.409836065,,,,,,,,,,,,,,,,,,,"Alejandro Kirk","22581",672386
"Zach Neto","LAA",148.078,634.181,568.067,141.301,83.6373,29.0015,1.19339,27.4683,85.0435,76.4968,42.8962,2.8289,158.587,16.1195,3.8687,3.22924,8.56389,26.9925,7.97912,0.248739,0.0676403,0.250066,0.27049,0.317483,0.449056,0.330052,0.766538,0.200317,5.60804,0.294993,,1.20784,83.6851,8.75168,110.726,1.20784,-1.66,9.225218653678894,5.195463061332703,3.70864,27.690000534057617,,,,,,,771.1,5.210135135,771.1,5.210135135,,,,,,,,,,,,,,,,,,,"Zach Neto","31347",687263
"Geraldo Perdomo","ARI",150.35,647.924,550.37,142.837,99.0665,26.5594,3.63151,13.58,83.4107,59.5648,72.662,1.23266,88.5436,6.91708,5.4176,12.5578,12.6166,18.411,5.30224,0.25953,0.112146,0.136657,0.820635,0.35006,0.395007,0.32876,0.745067,0.135477,5.57523,0.284919,,0.339617,84.8189,8.26166,109.812,0.339617,-0.26,7.8746063113212585,6.700648546218872,3.69674,76.70999908447266,,,,,,,743.7,4.958,743.7,4.958,,,,,,,,,,,,,,,,,,,"Geraldo Perdomo","22799",672695
"Jazz Chisholm Jr.","NYY",139.777,584.323,519.361,124.102,72.9532,18.1217,3.21216,29.8151,88.1447,72.1321,54.9128,1.97037,157.125,4.82374,3.97481,1.25069,7.8758,31.6758,7.90688,0.238952,0.0939768,0.268901,0.349485,0.315293,0.458436,0.332109,0.773729,0.219484,6.78371,0.280286,,2.23419,78.0819,9.03962,114.45,2.23419,1.82,12.18562364578247,3.7763962745666504,3.69077,20.079999923706055,,,,,,,745.1,5.322142857,745.1,5.322142857,,,,,,,,,,,,,,,,,,,"Jazz Chisholm Jr.","20454",665862
"Shea Langeliers","ATH",128.378,525.915,478.302,123.628,66.8948,24.5705,1.68445,30.4785,73.3421,79.1494,38.8163,1.1155,120.751,4.10653,3.95126,0.738904,7.31501,6.07532,1.65354,0.258473,0.0738072,0.229601,0.321458,0.317134,0.508053,0.350322,0.825187,0.24958,4.26001,0.281399,,-0.179705,78.0537,15.9128,123.048,-0.179705,-3.75,14.106744021177292,3.5141873359680176,3.65481,55.459999084472656,,,,,,,717.1,5.60234375,717.1,5.60234375,,,,,,,,,,,,,,,,,,,"Shea Langeliers","25816",669127
"Nick Kurtz","ATH",141.984,576.652,496.749,127.836,64.2016,24.8467,2.06413,36.7237,87.7222,93.2904,71.1667,3.61849,177.503,4.36496,3.72316,0.575239,8.24963,3.10174,1.04519,0.257346,0.123414,0.307817,0.400932,0.353067,0.537459,0.376863,0.890526,0.280113,3.71609,0.318302,,-0.706263,98.01,29.8741,141.331,-0.706263,-0.7,27.384658634662628,-11.9045450091362,3.61445,17.850000381469727,,,,,,,879.4,6.192957746,879.4,6.192957746,,,,,,,,,,,,,,,,,,,"Nick Kurtz","35110",701762
"Jeremy Peña","HOU",142.635,616.888,562.639,154.485,107.817,27.0237,1.69614,17.9475,79.7877,68.9465,35.5462,0.784577,111.477,10.5084,4.08723,2.29976,13.677,16.9149,4.7522,0.274571,0.0576217,0.180708,0.318867,0.327261,0.424327,0.326556,0.751588,0.149756,5.22383,0.312226,,0.426234,79.652,6.76193,110.071,0.426234,-0.37,7.748794049024582,6.233471751213074,3.60289,103.27999877929688,,,,,,,717.6,5.018181818,717.6,5.018181818,,,,,,,,,,,,,,,,,,,"Jeremy Pena","21636",665161
"Jackson Merrill","SDP",142.719,606.35,554.561,148.953,91.9356,32.1472,2.37361,22.497,76.118,78.7523,40.4849,1.95459,119.068,3.16121,5.16423,2.97909,9.54478,8.87921,2.59321,0.268597,0.0667682,0.196369,0.340015,0.319206,0.456828,0.33237,0.776033,0.188231,4.3948,0.302412,,-0.168286,81.1536,9.50871,117.008,-0.168286,0.13,12.054480448365211,2.136679768562317,3.51593,70.47000122070312,,,,,,,728.1,5.091608391,728.1,5.091608391,,,,,,,,,,,,,,,,,,,"Jackson Merrill","29490",701538
"Pete Crow-Armstrong","CHC",146.764,617.259,562.071,139.141,82.8161,27.7654,5.20025,23.3593,87.4368,69.7944,34.7318,2.34513,152.315,8.05646,4.9943,7.40534,5.54769,33.8834,7.57995,0.247551,0.0562678,0.24676,0.228026,0.298316,0.440131,0.315853,0.738447,0.19258,7.70532,0.295821,,2.85883,74.3359,1.40201,103.747,2.85883,5.81,5.599792003631592,8.074876546859741,3.50022,32.11000061035156,,,,,,,713.5,4.853741496,713.5,4.853741496,,,,,,,,,,,,,,,,,,,"Pete Crow-Armstrong","27769",691718
"Rafael Devers","SFG",149.876,649.476,557.774,142.812,80.6189,28.1106,0.912176,33.1706,88.0518,95.7432,80.9223,9.28125,157.715,6.4307,3.80478,0.544427,11.6318,2.09256,0.913541,0.25604,0.124596,0.242834,0.513092,0.354683,0.488117,0.358855,0.842801,0.232078,2.68496,0.295775,,-1.00322,100.892,24.1509,133.806,-1.00322,0.02,25.019246816635132,-12.582952003926039,3.48318,58.38999938964844,,,,,,,901.9,6.012666666,901.9,6.012666666,,,,,,,,,,,,,,,,,,,"Rafael Devers","17350",646240
"Bryce Harper","PHI",140.151,606.697,522.29,143.382,84.7181,31.2506,0.88277,26.5303,84.1171,87.045,74.5262,7.58753,127.524,4.74323,4.16012,0.977652,11.5408,9.74756,4.41792,0.274525,0.122839,0.210194,0.584409,0.367582,0.490128,0.366213,0.85771,0.215603,3.82906,0.313783,,-0.892206,97.8707,26.1847,134.843,-0.892206,0.39,24.161789178848267,-10.515186667442322,3.46139,46.97999954223633,,,,,,,876,6.257142857,876,6.257142857,,,,,,,,,,,,,,,,,,,"Bryce Harper","11579",547180
"Jacob Wilson","ATH",138.25,578.493,534.872,162.55,121.615,28.3432,1.42891,11.1625,70.7873,63.3866,30.3895,0.761413,47.4717,6.35862,3.99132,2.88105,17.0449,5.45764,1.82226,0.303903,0.0525322,0.082061,0.64016,0.346236,0.424846,0.335537,0.771082,0.120942,3.68268,0.315239,,-0.695154,78.9129,10.5595,112.863,-0.695154,-0.54,8.075451672077179,5.714997708797455,3.44806,187.4199981689453,,,,,,,680,4.927536231,680,4.927536231,,,,,,,,,,,,,,,,,,,"Jacob Wilson","33266",805779
"Kyle Schwarber","PHI",150.087,657.065,549.315,127.199,62.6254,20.1522,1.05267,43.3683,96.3672,109.804,96.9042,3.82508,183.244,7.12565,3.17047,0.549409,9.41803,5.98916,2.00789,0.231558,0.14748,0.278883,0.528825,0.352206,0.508927,0.36775,0.861132,0.277368,3.46806,0.257248,,-0.699386,106.815,29.1781,135.895,-0.699386,0,27.254117131233215,-16.024028778076172,3.3856,23.829999923706055,,,,,,,947.9,6.319333333,947.9,6.319333333,,,,,,,,,,,,,,,,,,,"Kyle Schwarber","16478",656941
"Austin Riley","ATL",145.919,625.979,564.172,145.765,88.3461,27.7494,2.49339,27.1763,79.9954,86.5753,47.8795,0.897691,161.141,8.42692,4.98227,0.518692,10.0385,2.45194,0.867945,0.25837,0.0764874,0.257422,0.297128,0.323077,0.460906,0.337181,0.783983,0.202536,3.54286,0.31139,,-0.814073,86.2259,12.2617,116.094,-0.814073,-0.75,11.126381516456604,1.1265302896499634,3.38444,63.130001068115234,,,,,,,769,5.267123287,769,5.267123287,,,,,,,,,,,,,,,,,,,"Austin Riley","18360",663586
"Alex Bregman","CHC",148.672,640.958,563.129,141.521,90.7965,27.5164,1.42982,21.7787,75.9588,79.1044,63.6284,1.41597,89.906,7.85316,5.42043,0.926588,11.9852,2.51966,0.722968,0.251312,0.0992707,0.140268,0.707721,0.332801,0.421277,0.328674,0.754078,0.169965,2.90906,0.262096,,-0.854096,83.8624,8.12829,112.53,-0.854096,0.48,8.664545714855194,2.774320811033249,3.35214,119.08000183105469,,,,,,,744.8,4.998657718,744.8,4.998657718,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"Jackson Chourio","MIL",144.942,629.212,578.97,157.828,97.8487,33.3672,3.19977,23.4121,82.7516,85.373,40.1592,2.54664,128.021,4.29296,4.58881,1.20062,9.22474,24.3819,6.41139,0.272601,0.0638246,0.203463,0.313692,0.322096,0.462599,0.335741,0.784695,0.189998,5.7958,0.311057,,1.32819,85.9357,11.5894,116.333,1.32819,4.68,13.5086669921875,-1.8378686904907227,3.33588,19.110000610351562,,,,,,,795.6,5.486896551,795.6,5.486896551,,,,,,,,,,,,,,,,,,,"Jackson Chourio","28806",694192
"Byron Buxton","MIN",121.161,522.107,469.261,117.326,60.4526,25.6706,2.68406,28.5192,75.7696,76.2734,40.4785,1.93642,143.072,8.49983,3.33229,0.535051,5.30767,14.46,3.15777,0.250024,0.0775291,0.274029,0.282923,0.318853,0.498491,0.347608,0.817344,0.248468,6.00134,0.295039,,0.889202,76.3381,14.6472,123.24,0.889202,-0.26,15.190395057201385,-0.6339537799358368,3.32787,71.55000305175781,,,,,,,713.5,5.896694214,713.5,5.896694214,,,,,,,,,,,,,,,,,,,"Byron Buxton","14161",621439
"Manny Machado","SDP",146.574,628.444,568.153,147.856,94.4909,26.1408,1.46638,25.7578,78.6216,82.7275,51.0935,3.64835,122.48,2.2958,5.70918,0.622624,10.9426,9.49446,2.50706,0.26024,0.0813016,0.194895,0.417156,0.320836,0.44742,0.329334,0.768256,0.18718,4.07623,0.286869,,-0.0799644,82.5617,8.30615,114.928,-0.0799644,-0.27,11.039138056337833,-0.5650363266468048,3.21083,37.970001220703125,,,,,,,754,5.1292517,754,5.1292517,,,,,,,,,,,,,,,,,,,"Manny Machado","11493",592518
"Patrick Bailey","SFG",126.868,473.99,429.328,92.2384,62.6816,19.0353,1.16171,9.35986,45.2245,43.2273,34.931,0.419036,129.473,3.42509,3.47642,2.82912,7.39081,1.84819,0.586711,0.214844,0.0736957,0.273156,0.269793,0.277176,0.329996,0.268492,0.607172,0.115153,3.23974,0.281927,,-0.534882,38.856,-17.1496,71.9039,-0.534882,21.91,-16.3186097741127,31.699196815490723,3.18707,746.4600219726562,,,,,,,346.6,2.729133858,346.6,2.729133858,,,,,,,,,,,,,,,,,,,"Patrick Bailey","27478",672275
"Gabriel Moreno","ARI",112.965,440.442,393.165,108.093,75.573,20.9182,1.35477,10.2467,52.6436,51.851,39.0454,1.85264,74.9451,3.9199,3.64531,0.666463,10.1134,4.12382,1.38536,0.27493,0.0886505,0.170159,0.520986,0.343489,0.413212,0.329845,0.756701,0.138283,3.81431,0.313993,,-0.512887,58.0458,6.00414,110.556,-0.512887,3.31,4.997285187244415,11.142514705657959,3.15055,178.69000244140625,,,,,,,506.2,4.479646017,506.2,4.479646017,,,,,,,,,,,,,,,,,,,"Gabriel Moreno","22664",672515
"Xander Bogaerts","SDP",136.416,569.483,506.543,134.455,95.5497,24.127,1.32849,13.4495,70.3584,59.8306,44.9093,1.41576,101.96,4.92743,5.4104,0.901175,11.795,17.9026,4.17041,0.265436,0.0788598,0.17904,0.44046,0.328043,0.397967,0.317038,0.726011,0.132531,5.04739,0.30515,,0.922221,69.1305,1.84166,106.505,0.922221,0.12,5.312920570373535,6.435555569827557,3.14051,239.25,,,,,,,613.9,4.513970588,613.9,4.513970588,,,,,,,,,,,,,,,,,,,"Xander Bogaerts","12161",593428
"Bo Bichette","NYM",139.205,607.769,563.074,161.85,114.53,29.0748,2.06944,16.1761,74.138,71.7726,35.7391,1.16495,97.7185,3.67005,4.1586,0.68139,14.1261,6.46175,1.99443,0.28744,0.0588037,0.160782,0.365735,0.33176,0.432611,0.33074,0.764371,0.145171,4.02458,0.321337,,-0.53297,80.5393,8.7267,115.454,-0.53297,-0.81,10.598922908306122,-0.2615169882774353,3.12647,96.4000015258789,,,,,,,715.9,5.150359712,715.9,5.150359712,,,,,,,,,,,,,,,,,,,"Bo Bichette","19612",666182
